,source,target,alignment_count,Unnamed: 0,vref,verse_score,alignment_score
357,extras,included,1,6347.0,652.0,0.3113464186599352,0.7722309926557829
358,factura,bill,19,5218.0526315789475,537.2631578947369,0.46509129939806276,0.2556693720989814
359,factura,for,5,6393.4,656.2,0.3920349265341705,0.22510411374564443
360,factura,me,2,7597.0,775.0,0.32860675825078495,0.3996875281692336
361,factura,please,5,6018.6,618.8,0.36534243567943,0.5798347976399675
362,favor,ask,1,5719.0,593.0,0.3773049876323644,0.393885751485992
363,favor,booked,5,5195.6,533.8,0.5353443513914651,0.3551083561363145
364,favor,have,41,5102.536585365854,525.8536585365854,0.5300458081804104,0.32336016229211834
365,favor,i,8,2233.0,235.25,0.5332227517963195,0.3313118377547871
366,favor,make,13,4234.7692307692305,438.15384615384613,0.43296634243028564,0.3342984478514016
367,favor,much,7,3591.1428571428573,372.7142857142857,0.5314181610347268,0.3299068276394861
368,favor,out,1,6376.0,655.0,0.3041318652892758,0.1581073878482949
369,favor,please,156,4974.910256410257,512.2371794871794,0.5296475461872837,0.3693331350905574
370,favor,prepare,1,8366.0,852.0,0.4143623446119546,0.1841199893627814
371,favor,want,13,4414.846153846154,455.3076923076923,0.4374586024455219,0.3714566475473102
372,favor,we,2,5424.5,557.0,0.4380417384692099,0.4447096280539011
373,favor,would,9,4115.0,426.3333333333333,0.32916643386565475,0.338361449283007
374,favor,you,89,4621.640449438202,477.44943820224717,0.38541093742396926,0.27139601560086457
375,febrero,second,1,7726.0,789.0,0.6643431228118988,0.4179221499374031
376,federico,federico,2,4813.5,496.0,0.6037301056991108,0.3708556718470179
377,fernández,fernández,2,5160.5,530.0,0.6170810467055433,0.4179221499374031
378,firmar,sign,4,6391.75,658.25,0.5657961487319679,0.2871298267204041
379,francisco,francisco,1,8315.0,845.0,0.545331204517998,0.3051866406655929
380,fría,cold,7,3265.4285714285716,339.2857142857143,0.8542184198888981,0.6113696334557909
381,fría,warmer,1,8705.0,886.0,0.2887475178941708,0.2309655611664734
382,frío,room,1,9499.0,973.0,0.3111735646336974,0.4979006294169255
383,fuerte,available,1,74.0,5.0,0.4941611371201598,0.3349267115939411
384,fuerte,safe,2,4005.5,407.0,0.5092312836461891,0.249224691800615
385,gastos,bill,3,2297.6666666666665,239.66666666666666,0.4615739202732156,0.5150925861560184
386,gerardo,gerardo,2,2396.5,252.0,0.6496953990430299,0.29438234751948206
387,gonzález,gonzález,1,8392.0,855.0,0.7854368586391479,0.6113696334557909
388,gracias,much,1,6792.0,694.0,0.5176207642772401,0.8306954786827132
389,gracias,very,1,6791.0,694.0,0.5176207642772401,0.46
390,gregorio,gregorio,2,6546.5,673.0,0.5514727673811497,0.37527277764566674
391,guijarro,guijarro,1,2070.0,221.0,0.5360170359290409,0.4979006294169255
392,gumbau,gumbau,1,5238.0,543.0,0.5644419382428291,0.3357210344163039
393,gustaría,like,12,4144.333333333333,429.1666666666667,0.39642073720472343,0.19161432408991774
394,gustaría,to,3,5377.333333333333,553.6666666666666,0.19952102625313772,0.3298733622824015
395,gustaría,would,8,3899.625,404.0,0.45432033568590724,0.3144017484386173
396,gómez,gómez,1,2897.0,301.0,0.5651018335701764,0.2292509438899304
397,ha,has,12,5157.25,531.3333333333334,0.5525482985552103,0.250563367337376
398,ha,mistake,5,4186.4,434.4,0.4661869160661921,0.24457561355817575
399,habitaciones,any,13,5726.0,587.0769230769231,0.45311072994251067,0.37942307887360105
400,habitaciones,rooms,30,5066.033333333334,521.4333333333333,0.5540636654514502,0.36172077439163
401,habitaciones,service,4,4046.0,419.0,0.4387433720840489,0.14703023610547775
402,habitación,a,24,4810.75,496.1666666666667,0.494286363970196,0.29411449213005586
403,habitación,change,11,4184.818181818182,432.3636363636364,0.25392621754801376,0.21179296363964048
404,habitación,hot,4,5392.0,554.75,0.2822419928031612,0.2846774599689363
405,habitación,lot,2,4491.5,466.0,0.2851620423511336,0.3107335419513057
406,habitación,much,1,6439.0,661.0,0.3140699463497396,0.3664349128504778
407,habitación,please,31,4861.064516129032,499.0,0.40610030285576093,0.41675473342805375
408,habitación,room,495,4843.7252525252525,498.8686868686869,0.5558049079416703,0.24285712044889407
409,habitación,rooms,1,1265.0,138.0,0.2957882128190716,0.1867805282658606
410,hace,hot,4,5393.75,554.75,0.2822419928031612,0.2559945841552308
411,hace,in,1,9495.0,973.0,0.3111735646336974,0.3192206890622657
412,hace,make,1,8154.0,830.0,0.4104912719042865,0.2730803191756725
413,hace,out,4,6112.25,626.25,0.39206994759815433,0.16366667515131963
414,hace,very,3,5877.0,604.3333333333334,0.2735213523074479,0.139497586641779
415,hacer,make,5,4816.0,499.0,0.4603893985717442,0.23243153128710975
416,hacer,out,6,4890.833333333333,506.8333333333333,0.44875771569123946,0.2185773988064199
417,hacerme,out,1,6379.0,655.0,0.3041318652892758,0.1497861704937742
418,hacernos,make,2,4193.5,433.0,0.4058262452846298,0.24147034460990874
419,hacernos,out,2,4194.5,433.0,0.4058262452846298,0.1951418726791668
420,haga,out,4,3009.75,311.75,0.5361187107285877,0.4189698402218153
421,han,has,2,3265.5,340.5,0.48372433412936666,0.289507566885686
422,han,mistake,2,3264.5,340.5,0.48372433412936666,0.24218719889629198
423,haría,would,3,6541.333333333333,672.6666666666666,0.317491012104451,0.5056250497352703
424,hasta,the,1,669.0,70.0,0.6439079203241016,0.2674120306982939
425,hasta,until,23,4846.652173913043,499.17391304347825,0.585454097023118,0.1702293147926118
426,hay,are,6,5199.833333333333,535.8333333333334,0.5221300291554075,0.496792909550745
427,hay,is,30,5831.633333333333,598.8666666666667,0.5819354213229051,0.4284146932654333
428,hay,lot,2,4492.5,466.0,0.2851620423511336,0.1477515352424955
429,hay,noise,3,5142.333333333333,531.0,0.29479801035066894,0.350959155377025
430,hay,there,36,5726.944444444444,588.3611111111111,0.5719678559616554,0.31208965092647933
431,he,have,11,5425.0,558.7272727272727,0.5391156954748371,0.2704291952885403
432,he,i,51,4955.941176470588,511.1372549019608,0.584893748670943,0.35426079181259185
433,hecha,have,5,5013.0,518.4,0.5851567264536385,0.31661846799302396
434,hecha,made,17,5570.764705882353,573.2941176470588,0.5474905940698361,0.2561922541208915
435,hecho,have,12,3844.3333333333335,396.25,0.5977179570042372,0.3017329793924103
436,hecho,made,18,4033.5,416.94444444444446,0.5753918417354815,0.2413319160503034
437,hemos,we,27,4633.481481481482,477.6666666666667,0.5946506473377794,0.4164323137776306
438,herrero,herrero,1,9258.0,946.0,0.5514819034665166,0.1217780991748303
439,herrero,josé,1,9257.0,946.0,0.5514819034665166,0.1322694045679548
440,hice,i,8,3696.5,382.125,0.5677866443573218,0.47498838839231344
441,hice,made,10,3568.8,369.5,0.5585003631776309,0.29434376202473006
442,hicimos,made,2,2370.0,249.0,0.5518073313346195,0.295119299916553
443,hicimos,we,2,2369.0,249.0,0.5518073313346195,0.7029475117120927
444,hoja,registration,8,5706.5,589.5,0.551642066352483,0.2262784921635813
445,hora,time,1,8385.0,854.0,0.6495811930994894,0.4132800683740966
446,hoy,today,24,5103.375,525.625,0.6032541478910868,0.3401770830578092
447,hágame,out,1,2105.0,226.0,0.3614413718346341,0.2363880005511735
448,háganos,out,1,2851.0,299.0,0.3839494694896115,0.2236172719932235
449,iborra,iborra,1,1340.0,146.0,0.784011898527803,0.6113696334557909
450,ibáñez,ibánez,1,8404.0,856.0,0.5602780297053701,0.4546102418371529
451,importa,matter,2,2638.0,277.5,0.5004467925883233,0.8306954786827132
452,importaría,mind,51,4514.568627450981,466.078431372549,0.515499433636295,0.22770027764736356
453,importaría,sending,5,3826.6,398.6,0.5192800167867532,0.13557355296266166
454,importaría,you,44,4525.409090909091,467.3181818181818,0.5182696665102065,0.2843457436078262
455,impuestos,included,6,5978.833333333333,614.1666666666666,0.5937560741818506,0.48777500259549494
456,incluida,phone,2,2696.0,285.0,0.4967457280808776,0.1422591275040524
457,incluido,breakfast,2,2243.0,238.0,0.4354778554888298,0.4250709979031143
458,incluido,included,1,6967.0,712.0,0.7361013892582272,0.7722309926557829
459,incluido,is,4,5690.75,585.5,0.34930074541768497,0.37404324817612566
460,incluidos,all,6,5251.0,541.8333333333334,0.5733158062966283,0.3905607927978112
461,incluyendo,cost,3,3757.6666666666665,391.0,0.5397763660765212,0.1381612038186509
462,incluyendo,including,4,3140.25,328.25,0.575801227807298,0.13259483421288543
463,incluyendo,per,2,4856.0,503.0,0.5649244306208334,0.1778859890612575
464,individual,cost,8,5117.625,524.875,0.634874752856746,0.29194386697172797
465,individual,single,64,5300.625,545.8125,0.583329546020732,0.18340915710776468
466,individuales,any,2,4408.0,455.0,0.3861685922805544,0.3664349128504778
467,individuales,single,4,5297.25,545.5,0.5000496021379831,0.160563184268654
468,inmaculada,inmaculada,2,8809.5,898.5,0.6007336976990083,0.2545154379811513
469,ir,leave,10,4816.5,497.1,0.5108819833826933,0.2588425012462091
470,ir,leaving,7,3683.4285714285716,381.57142857142856,0.49234878445767194,0.22186679062727382
471,ir,should,1,4794.0,497.0,0.5241201994869253,0.112241083241093
472,iremos,are,3,5933.0,611.3333333333334,0.4993649903876003,0.32680459604035117
473,iremos,leaving,3,5934.0,611.3333333333334,0.4993649903876003,0.3647508744259267
474,irme,leave,6,5696.666666666667,586.3333333333334,0.5912971836964728,0.2908417254188857
475,irme,tomorrow,1,3239.0,341.0,0.4498817729846153,0.1556014052876273
476,irnos,leave,7,5010.428571428572,517.4285714285714,0.5723451126143232,0.4042797794722617
477,irnos,on,1,6501.0,667.0,0.4469755101720319,0.1478175089657286
478,iré,leave,1,3067.0,322.0,0.5395893371710185,0.2383999524071599
479,isabel,isabel,1,8889.0,907.0,0.5336313006588235,0.2015461112492334
480,jesús,jesús,3,4709.333333333333,485.6666666666667,0.6449482006859556,0.4427256268900364
481,jiménez,jiménez,1,631.0,66.0,0.4805655700011958,0.210123913594326
482,jorge,jorge,1,5882.0,606.0,0.4755207357077311,0.1365907774312599
483,josé,josé,1,9256.0,946.0,0.5514819034665166,0.1045935323017517
484,juan,juan,1,9466.0,970.0,0.6023447154831222,0.383686653887454
485,jueves,thursday,6,4498.5,464.6666666666667,0.5365709690479094,0.17814905527453914
486,julia,julia,2,4809.5,492.0,0.6139783342947629,0.3348744904964981
487,julio,second,1,2442.0,260.0,0.5217329272332644,0.2258914778089508
488,la,evening,2,4133.0,426.0,0.48620408427101736,0.26370350697658634
489,la,for,2,5596.5,572.5,0.4012592239638342,0.5217587443567023
490,la,in,2,5764.5,594.0,0.49052744906843787,0.1815574128332634
491,la,made,13,3775.846153846154,390.6923076923077,0.567813093365922,0.20157427027748204
492,la,me,9,3723.1111111111113,386.22222222222223,0.3886954580833131,0.2484301598599919
493,la,morning,2,4605.0,479.5,0.4389232940269189,0.2972756398002468
494,la,mrs,8,3519.0,363.625,0.5904300338652193,0.19838653596082406
495,la,number,79,5093.278481012659,525.2405063291139,0.46366629474745374,0.15158638607274053
496,la,of,2,4490.5,466.0,0.2851620423511336,0.1443883419199046
497,la,one,6,5362.5,551.5,0.3760478421019264,0.18378897060527885
498,la,reservation,1,6877.0,705.0,0.4673320275391332,0.2554076139028591
499,la,the,289,4844.515570934256,499.4878892733564,0.5269318187492716,0.24714495405934722
500,la,to,5,5611.2,577.0,0.46672596352111084,0.21670210627667535
501,la,us,13,5545.846153846154,570.5384615384615,0.4112573383751733,0.22273670827019296
502,las,at,100,4928.59,507.51,0.5100609885244467,0.20122671746638965
503,las,bags,3,3340.6666666666665,344.6666666666667,0.40624135506347,0.2771920810996272
504,las,carry,1,1958.0,206.0,0.3270012841712527,0.3119153664333424
505,las,keys,22,5032.227272727273,519.5,0.45292288551442966,0.12366060011814922
506,las,rooms,1,2618.0,279.0,0.3193088853154745,0.0478462430587786
507,las,suitcases,3,4894.666666666667,501.6666666666667,0.47281233972993597,0.2788520597085519
508,las,the,15,6597.133333333333,676.9333333333333,0.473378490785803,0.3177713799929723
509,las,up,1,522.0,57.0,0.4734954882838424,0.1865613726909608
510,le,mind,1,3700.0,385.0,0.5033846347828622,0.1995339189610041
511,le,would,34,4269.264705882353,441.29411764705884,0.5204421018725599,0.3613995537165402
512,le,you,5,3733.4,387.8,0.49348979159854717,0.1618306412808388
513,les,mind,1,9160.0,937.0,0.439350177659654,0.1938833985925926
514,les,would,17,4999.117647058823,515.6470588235294,0.5056140971637655,0.3373307774721588
515,les,you,1,8454.0,861.0,0.477315720742626,0.1652718370224544
516,libre,available,17,5299.764705882353,544.6470588235294,0.565659293180942,0.48672774040743816
517,libre,do,10,5396.0,555.2,0.4458239164994559,0.22635284240614326
518,libre,have,15,5252.133333333333,540.0,0.4761150455607808,0.34439700985716876
519,libres,any,2,3345.5,341.0,0.4646229062554251,0.23634637483111046
520,libres,available,11,6162.454545454545,631.8181818181819,0.4510176069765262,0.557733594111127
521,lidia,lidia,1,5838.0,602.0,0.4121702658001127,0.1394447894153153
522,llama,a,2,3647.0,376.0,0.26624142726645517,0.2443835303107381
523,llama,call,3,4970.666666666667,510.3333333333333,0.2698957768137245,0.2392145768089864
524,llama,taxi,2,3648.0,376.0,0.26624142726645517,0.2629868215767563
525,llamar,a,5,5077.8,520.0,0.32245394014810114,0.2852044471771365
526,llamar,call,9,4793.444444444444,491.55555555555554,0.3576655243439695,0.18757376116847974
527,llamar,taxi,5,5078.8,520.0,0.32245394014810114,0.2610144581202524
528,llamarme,a,1,4703.0,489.0,0.3173902266043087,0.2443835303107381
529,llamarme,call,5,5535.4,569.8,0.3702297159366603,0.27336030153330015
530,llamarnos,call,3,6232.0,638.6666666666666,0.4113775279010084,0.19875870346876032
531,llamarnos,you,1,9446.0,968.0,0.3863889300657107,0.3282333242639871
532,llame,call,1,4346.0,451.0,0.5995673332720746,0.5812273013253751
533,llamo,is,4,5337.5,550.0,0.5072312562799711,0.3848864690678436
534,llamo,my,4,5335.5,550.0,0.5072312562799711,0.2051155572802706
535,llamo,name,4,5336.5,550.0,0.5072312562799711,0.4115439250253624
536,llave,key,58,4915.620689655172,507.2413793103448,0.4827893714322807,0.18107146705933722
537,llave,to,16,5469.375,561.5,0.41337402786952676,0.20403969831669366
538,llaves,keys,24,5239.458333333333,540.6666666666666,0.45299038833309857,0.16402489368255105
539,llaves,to,5,4821.4,499.2,0.3699332498772911,0.1928309471532496
540,lleva,carry,2,6582.0,675.5,0.39342417489985626,0.3848864690678436
541,lleva,you,1,5307.0,551.0,0.3928119939925531,0.3216547090472437
542,llevar,carry,1,1957.0,206.0,0.3270012841712527,0.3203693199908868
543,llevar,send,6,3730.8333333333335,385.1666666666667,0.5284898200654017,0.2851529521624618
544,llevar,sending,4,6929.5,711.75,0.5580741038837357,0.20021328237506605
545,llevara,to,1,8745.0,892.0,0.4418216944855437,0.148873795792007
546,llevarme,carry,1,4486.0,464.0,0.5056134276922558,0.3848864690678436
547,llevarme,my,1,1488.0,161.0,0.4709432456023555,0.1832867756722748
548,llevarme,send,4,7447.0,764.75,0.49054610194173975,0.2583635043771267
549,llevarme,you,1,9288.0,952.0,0.4541792347998588,0.304013712072522
550,llevarnos,send,3,3461.3333333333335,360.6666666666667,0.541678651534665,0.2630964852790991
551,llevarnos,sending,2,3214.0,336.0,0.49682098512085215,0.23492258429445434
552,llevase,like,1,7890.0,804.0,0.4358918867952657,0.2119439885246539
553,llevasen,to,1,5484.0,569.0,0.4881396323899367,0.1559669956618881
554,lleve,carry,2,2042.0,216.5,0.5207801764567516,0.7722309926557829
555,lleve,send,7,5444.142857142857,562.2857142857143,0.5530579316116052,0.3114301896605443
556,lleven,send,4,3815.5,395.0,0.554178076547449,0.2252853292700578
557,llopis,llopis,1,4594.0,478.0,0.6490684425770757,0.4179221499374031
558,llorens,lidia,1,5839.0,602.0,0.4121702658001127,0.2110500650546009
559,llorens,llorens,1,5840.0,602.0,0.4121702658001127,0.1343767599145208
560,llámeme,call,2,6929.5,712.0,0.31730539937565805,0.3053712810507096
561,llámeme,could,1,9413.0,965.0,0.3172264574601331,0.6255799214024425
562,llámeme,you,1,9414.0,965.0,0.3172264574601331,0.6255799214024425
563,llámenos,call,2,7705.0,790.5,0.38448319682133664,0.1981977392082854
564,llámenos,could,1,6037.0,622.0,0.4807021959964597,0.3349267115939413
565,llámenos,you,1,6038.0,622.0,0.4807021959964597,0.2584009433669736
566,lléveme,my,2,4227.5,434.0,0.46154328587149185,0.2952467113064776
567,lléveme,send,4,6603.25,675.75,0.5603226093964676,0.4001662130045897
568,llévennos,send,1,4478.0,463.0,0.524411683354219,0.549476499634204
569,llévenos,send,1,3644.0,381.0,0.5111977018526616,0.3865179716627847
570,lobo,lobo,1,6342.0,651.0,0.516941576700876,0.1368344258100082
571,lobo,víctor,1,6341.0,651.0,0.516941576700876,0.2075750058784279
572,los,down,1,8425.0,858.0,0.2564517089636811,0.2261571976243377
573,los,extras,2,4671.5,482.5,0.4299425893881693,0.31036952877834506
574,los,included,3,2295.6666666666665,239.66666666666666,0.4615739202732156,0.07744302804908859
575,los,luggage,7,3723.4285714285716,384.57142857142856,0.3790287215743216,0.16105021924653135
576,los,taxes,6,5977.833333333333,614.1666666666666,0.5937560741818506,0.37133208879705815
577,los,the,6,4011.6666666666665,414.6666666666667,0.4906550238033061,0.4020739518694436
578,luis,luis,1,4593.0,478.0,0.6490684425770757,0.3272749777129838
579,lunes,july,1,2439.0,260.0,0.5217329272332644,0.1920793809014448
580,lunes,monday,4,3979.25,412.0,0.5245349037713047,0.18582380269885762
581,maleta,send,1,8747.0,892.0,0.4418216944855437,0.1550734309785144
582,maleta,suitcase,7,6658.428571428572,680.5714285714286,0.5724322973420612,0.24158065442424884
583,maletas,suitcases,11,4674.0,481.72727272727275,0.514040988262042,0.2736590174926815
584,maletas,to,2,5909.5,610.0,0.503927004776134,0.2730477425636014
585,manuela,manuela,1,3481.0,366.0,0.5549969483661646,0.2906421832671726
586,mar,of,1,2146.0,229.0,0.5372970594464906,0.1229174813729546
587,mar,sea,3,3683.0,383.3333333333333,0.5019742676070152,0.13883503125755833
588,marchamos,are,2,6583.0,678.0,0.5279021426134213,0.28188878551407326
589,marchamos,leaving,2,6584.0,678.0,0.5279021426134213,0.17575779477667336
590,marchar,leave,6,5809.333333333333,598.5,0.5240981864923038,0.22830605747145227
591,marchar,leaving,3,6030.666666666667,618.3333333333334,0.46682894265415964,0.2809860801757276
592,marcharme,leave,7,6239.285714285715,640.2857142857143,0.5193760365427179,0.38783008534527885
593,marcharme,leaving,5,3592.8,370.8,0.44754768048742755,0.5185268050610061
594,marcharnos,leave,7,4949.142857142857,510.14285714285717,0.5342207488713145,0.27615182748560996
595,marcharnos,leaving,7,4194.571428571428,434.0,0.5235146410674466,0.28148441110337635
596,marcharnos,should,1,1608.0,172.0,0.4468209582938148,0.4580478376312865
597,marcharé,leave,2,6223.5,641.5,0.6241607668497791,0.30810309697170424
598,marcho,leave,1,7906.0,806.0,0.6174091115100571,0.3024458226858256
599,marina,marina,3,3945.3333333333335,410.3333333333333,0.6265888467944739,0.2777915790888601
600,martes,tuesday,2,4671.5,477.0,0.5468810536102032,0.3233448113692988
601,martínez,martínez,1,6923.0,708.0,0.5884081635291213,0.359379799422994
602,marzo,march,1,9340.0,957.0,0.6049358307520958,0.1088362986102518
603,marzo,seventh,2,781.0,84.0,0.4868165295597896,0.3402508598230518
604,mayo,may,2,6101.5,627.0,0.5329658950705106,0.11420211329060326
605,mayo,twentyninth,1,7661.0,783.0,0.4853847925536561,0.1527428016603896
606,mañana,morning,23,4492.95652173913,463.2173913043478,0.5291492986898502,0.38640438399757465
607,mañana,tomorrow,50,5405.42,555.92,0.5230995437834285,0.1978782901923798
608,me,could,7,6277.285714285715,645.0,0.39459261035206955,0.48845756640387894
609,me,explain,1,150.0,15.0,0.3246644066599863,0.2329790971060989
610,me,i,42,4617.547619047619,477.14285714285717,0.527207677319596,0.37916938156520363
611,me,like,1,2738.0,289.0,0.1799788051068853,0.3693024433898021
612,me,me,14,4388.785714285715,452.92857142857144,0.4013210063651383,0.1272394547844258
613,me,name,4,5334.5,550.0,0.5072312562799711,0.3292754525355101
614,me,you,65,5093.923076923077,524.7076923076924,0.4047006362922665,0.22494759586770796
615,media,half,30,4268.4,440.96666666666664,0.5176121172123076,0.11925986531895912
616,menos,a,7,6809.428571428572,695.1428571428571,0.4624268902869864,0.1810268009589899
617,menos,quarter,16,4140.25,429.3125,0.456175769278524,0.16342361772840142
618,menos,quieter,4,7113.5,727.25,0.260280656828519,0.26173758349946047
619,menos,to,22,4783.090909090909,493.1363636363636,0.46577513738959625,0.20902824876866444
620,mi,my,64,5514.25,567.484375,0.5353387086595877,0.25967976255465053
621,mi,to,1,1334.0,145.0,0.2791493564964361,0.2603347788883811
622,micaela,micaela,1,6116.0,629.0,0.675446496741479,0.2860623271055422
623,miguel,miguel,1,801.0,86.0,0.5608431269867071,0.2860623271055422
624,mira,mira,1,8109.0,825.0,0.4964421509435681,0.210123913594326
625,miralles,miralles,2,3977.5,411.0,0.5553532581545095,0.2918609789543276
626,mis,my,18,4946.777777777777,510.77777777777777,0.5124349959772407,0.24515389212020647
627,mis,send,4,4846.5,501.5,0.46411309954991614,0.14677342996054218
628,mismo,in,2,7571.5,772.0,0.5299634164037272,0.2405734014937483
629,mismo,today,6,6713.166666666667,686.1666666666666,0.5340792634497252,0.2613023859269698
630,moliner,moliner,1,1061.0,116.0,0.622380013240985,0.4546102418371529
631,montaña,mountain,6,4520.5,464.6666666666667,0.536576183338301,0.09874425085177811
632,montaña,of,3,1810.6666666666667,188.0,0.5353406102665685,0.1110207174428701
633,montero,montero,1,8227.0,837.0,0.567377401120189,0.3865179716627847
634,morales,alicia,1,4174.0,429.0,0.4334607375482473,0.3048498182652639
635,morales,morales,1,4175.0,429.0,0.4334607375482473,0.1405985402217885
636,mostrarme,me,3,6673.0,685.3333333333334,0.5567966737303968,0.1998216014463944
637,mostrarme,showing,3,6672.0,685.3333333333334,0.5567966737303968,0.2492491569546581
638,mostrarnos,showing,6,3241.5,336.1666666666667,0.5856439799448743,0.25497315180224117
639,mostrarnos,us,6,3242.5,336.1666666666667,0.5856439799448743,0.20935507329745726
640,muchas,thank,1,6789.0,694.0,0.5176207642772401,0.8306954786827132
641,muchas,you,1,6790.0,694.0,0.5176207642772401,0.8306954786827132
642,mucho,hot,3,5879.0,604.3333333333334,0.2735213523074479,0.12172355962983479
643,mucho,in,5,5326.2,549.0,0.2781776283249222,0.2667208829290336
644,mucho,of,2,4494.5,466.0,0.2851620423511336,0.1126972758102937
645,mucho,the,5,5327.2,549.0,0.2781776283249222,0.3648251368400303
646,muy,very,8,3869.5,400.125,0.870741834563686,0.5026995073947956
647,más,quieter,1,43.0,2.0,0.359105248293688,0.3134799863778406
648,más,warmer,1,8773.0,894.0,0.2958354331660024,0.341271389227164
649,nada,all,1,9457.0,969.0,0.3518347366398501,0.8306954786827132
650,nada,at,1,9456.0,969.0,0.3518347366398501,0.2964794694193237
651,navarro,navarro,1,8844.0,903.0,0.5058336364767183,0.6255799214024425
652,no,does,2,2636.0,277.5,0.5004467925883233,0.8306954786827132
653,no,i,1,3327.0,352.0,0.5739123882979489,0.6855758030036263
654,no,it,2,2635.0,277.5,0.5004467925883233,0.8306954786827132
655,no,no,1,2565.0,272.0,1.0,0.92
656,no,not,3,2867.3333333333335,302.3333333333333,0.5249353244915318,0.3253640177030831
657,noche,evening,14,5508.142857142857,565.3571428571429,0.5196660693770659,0.3969373317156794
658,noche,night,7,3394.1428571428573,349.57142857142856,0.6800087444172396,0.27251644730021507
659,noche,tonight,6,5258.0,540.6666666666666,0.5890437749183348,0.30187645315064443
660,noches,nights,4,3192.75,332.75,0.6747877957576379,0.30573323748218356
661,nombre,for,70,4799.871428571429,494.04285714285714,0.5871719486528834,0.17884842615704155
662,nombre,name,4,3102.75,321.25,0.7825505960884156,0.5026995073947956
663,nos,can,3,6399.0,656.6666666666666,0.42498499922835475,0.48623232776950326
664,nos,could,1,5189.0,540.0,0.52834886530123,0.2889444565752428
665,nos,us,25,5081.64,524.68,0.4136890378820044,0.1290626186589954
666,nos,wake,1,3191.0,335.0,0.3834136302713714,0.1897841082658492
667,nos,we,18,5369.555555555556,553.6666666666666,0.45279377263402876,0.4137058145394732
668,nos,will,1,4306.0,446.0,0.2882481029811031,0.1226316004786178
669,nos,you,68,4891.029411764706,505.2352941176471,0.4581655126527887,0.21591955023830914
670,novecientos,nine,3,5809.0,598.6666666666666,0.4160095041392178,0.14397661770132472
671,novecientos,one,4,5764.75,595.0,0.4195622205321672,0.12877481208551478
672,noventa,nine,2,6256.5,642.5,0.4662918791880186,0.13189280349386726
673,noventa,oh,2,6257.5,642.5,0.4662918791880186,0.1270663954172004
674,noviembre,november,2,4604.0,475.5,0.5585369266928307,0.16694844343648715
675,nuestra,change,1,7496.0,764.0,0.2846626476758237,0.4723824472556986
676,nuestra,our,31,4577.935483870968,471.64516129032256,0.5270177286570918,0.2690813493087273
677,nuestra,to,1,301.0,31.0,0.4865443657530552,0.1827163260162084
678,nuestras,down,1,8592.0,876.0,0.4649139699884689,0.2369973456062567
679,nuestras,our,10,5359.7,552.1,0.5222037789136226,0.2356288224553226
680,nuestras,send,1,490.0,53.0,0.4006178896361425,0.2801479602010042
681,nuestro,our,17,3842.0,397.8235294117647,0.5364447014059415,0.2511995289197501
682,nuestros,our,6,6075.333333333333,625.5,0.4794944932879483,0.20905281508510254
683,nuestros,send,1,6309.0,649.0,0.4528896464724406,0.2119439885246539
684,nueve,april,1,1820.0,193.0,0.5449284065389083,0.2374246917951969
685,nueve,nine,35,5004.428571428572,514.6285714285714,0.523423665346418,0.1912759794053682
686,nueve,number,1,9061.0,926.0,0.5286798532950322,0.2394730366276909
687,número,number,33,4873.575757575758,502.90909090909093,0.5077006847943195,0.18140436567229937
688,número,oh,1,2587.0,275.0,0.3519059557061659,0.1968404644074301
689,número,one,1,6427.0,659.0,0.4462385665453057,0.1760806835980252
690,número,room,4,2992.5,314.25,0.4914010037841103,0.174814633325017
691,número,two,2,5764.0,594.0,0.3928823144615961,0.1903463200720119
692,ocho,eight,20,4308.45,444.65,0.5167498432118559,0.17436725738819212
693,ocho,september,1,8979.0,917.0,0.4405061964050716,0.3274484532686903
694,ochocientos,eight,1,3651.0,381.0,0.5111977018526616,0.2663612128325646
695,octubre,october,1,6221.0,639.0,0.6104432563109662,0.127919671998206
696,once,eleven,9,4392.222222222223,453.3333333333333,0.4962191687234673,0.1583577297238785
697,once,eleventh,2,7156.5,732.0,0.5169874426199246,0.3655596321191082
698,once,one,1,5630.0,584.0,0.4302203697110154,0.190845949742471
699,orenga,orenga,1,7100.0,724.0,0.6348567217861133,0.4546102418371529
700,ortiz,ortiz,2,4063.0,419.5,0.6444610173234786,0.4762554356270392
701,otra,another,5,5369.6,549.4,0.548596221916148,0.3246085922509025
702,otra,move,11,5776.090909090909,592.0909090909091,0.35366599667613485,0.13896318211542827
703,otra,moving,2,4544.0,463.5,0.30366813268403176,0.11922013714409704
704,otra,to,4,5724.0,587.0,0.35240306941944244,0.17573820146704489
705,otra,us,1,8958.0,915.0,0.2599456307326383,0.3215395397595589
706,paches,paches,2,5002.0,515.0,0.6499000173890157,0.3600165301170015
707,padilla,padilla,1,2299.0,246.0,0.6173566593266029,0.4546102418371529
708,pagar,i,1,9635.0,988.0,0.6313986429721009,0.3555727122675916
709,pagar,pay,1,9636.0,988.0,0.6313986429721009,0.263815630348521
710,paloma,paloma,2,6126.0,626.0,0.570927899818568,0.25116791528923177
711,para,for,58,5062.051724137931,520.9827586206897,0.6076760732597855,0.1903060992359789
712,parece,that,4,3610.25,373.0,0.5186295681872667,0.20233136638022597
713,parece,think,12,4591.333333333333,473.8333333333333,0.5630813955525797,0.28420216974735085
