,source,target,co-occurrence_count,Unnamed: 0,vref,translation_score
3728,el,quarter,9,49033.88888888889,604.2222222222222,3.3756130801974787e-46
3729,el,quiet,2,36698.5,457.5,3.232913807240805e-46
3730,el,quieter,1,75811.0,925.0,1.6764692852776978e-45
3731,el,room,24,37998.625,472.1666666666667,2.1514243952801395e-05
3732,el,rooms,1,49703.0,615.0,4.4934427298091965e-46
3733,el,saturday,4,34459.75,432.25,2.0744419774381638e-17
3734,el,second,3,28319.666666666668,352.3333333333333,6.229315393988844e-45
3735,el,send,6,30590.166666666668,385.6666666666667,1.3765597854242746e-06
3736,el,september,6,45270.5,558.3333333333334,2.565311315425377e-21
3737,el,service,2,40030.0,498.5,0.0035287446818354
3738,el,seven,2,47455.5,581.5,6.664927032686853e-46
3739,el,seventeenth,1,35496.0,439.0,3.338933941196098e-44
3740,el,seventh,3,11596.333333333334,153.33333333333334,7.324466852846693e-45
3741,el,should,19,45872.47368421053,565.8421052631579,6.083394985964955e-09
3742,el,single,5,33145.2,415.8,3.2329138072408055e-46
3743,el,six,1,30132.0,382.0,5.4790860288133766e-46
3744,el,sixteenth,2,55544.5,682.5,1.2319014058249635e-44
3745,el,sunday,2,54808.5,672.5,1.0104451548449361e-44
3746,el,taxi,1,59265.0,720.0,3.232913807240805e-46
3747,el,telephone,1,60547.0,737.0,4.300705250729813e-46
3748,el,ten,1,39917.0,497.0,1.660859079885869e-45
3749,el,the,86,38667.8023255814,479.6162790697674,0.43170399078393235
3750,el,third,1,39912.0,497.0,3.1094100364710057e-44
3751,el,thirteenth,2,43505.0,540.0,1.2248831178135886e-44
3752,el,thirtieth,2,38061.0,470.0,1.4271804774307392e-44
3753,el,three,2,27999.5,354.0,3.765249691086533e-46
3754,el,thursday,6,37275.833333333336,464.6666666666667,5.465451940389598e-11
3755,el,to,16,29366.1875,371.3125,3.232913807240805e-46
3756,el,tuesday,2,39234.5,477.0,1.2534411263788804e-44
3757,el,tv,1,60545.0,737.0,3.739315663304424e-46
3758,el,twelve,2,35875.0,448.5,2.4499511766381346e-45
3759,el,twentieth,1,2994.0,41.0,3.2943904483176653e-44
3760,el,twentyeighth,3,52560.0,646.0,2.5265132689897186e-29
3761,el,twentyfifth,1,8602.0,122.0,3.338933941196098e-44
3762,el,twentyfirst,1,19396.0,257.0,3.212001599885896e-44
3763,el,twentyninth,1,63871.0,783.0,2.3775972047277766e-41
3764,el,twentyseventh,3,68131.0,830.6666666666666,7.137440084340967e-45
3765,el,twentysixth,1,69422.0,841.0,3.1528526230094373e-44
3766,el,two,3,52770.0,651.3333333333334,4.2953901567846784e-46
3767,el,until,16,36638.0,455.0,0.347606892353559
3768,el,us,1,75808.0,925.0,3.6029320965735795e-46
3769,el,viciano,1,53023.0,653.0,1.2534411263788804e-44
3770,el,víctor,1,52782.0,651.0,1.2461789613748664e-44
3771,el,want,6,33040.666666666664,410.1666666666667,3.232913807240805e-46
3772,el,water,1,60550.0,737.0,2.253281463228307e-45
3773,el,we,26,44149.807692307695,545.8461538461538,3.232913807240805e-46
3774,el,with,1,60543.0,737.0,3.232913807240805e-46
3775,el,would,7,39930.71428571428,497.57142857142856,0.0145572824556835
3776,el,you,11,40893.63636363636,508.3636363636364,0.0043546292347482
3777,el,ángel,1,53022.0,653.0,3.0670550824489854e-44
3778,emilio,a,4,58078.0,710.0,1.2534411263788804e-44
3779,emilio,and,1,58081.0,710.0,1.2534411263788804e-44
3780,emilio,booked,1,58073.0,710.0,1.2534411263788804e-44
3781,emilio,emilio,2,66125.5,806.5,0.9068792056492312
3782,emilio,for,1,58084.0,710.0,1.2534411263788804e-44
3783,emilio,have,1,58072.0,710.0,1.2534411263788804e-44
3784,emilio,i,1,58071.0,710.0,1.2534411263788804e-44
3785,emilio,is,1,74165.0,903.0,1.2534411263788804e-44
3786,emilio,my,1,74163.0,903.0,1.2534411263788804e-44
3787,emilio,name,1,74164.0,903.0,1.2534411263788804e-44
3788,emilio,navarro,1,74167.0,903.0,3.5470884667879943e-44
3789,emilio,paches,1,58086.0,710.0,1.2534411263788804e-44
3790,emilio,room,1,58075.0,710.0,1.2534411263788804e-44
3791,emilio,shower,1,58078.0,710.0,1.2534411263788804e-44
3792,emilio,telephone,1,58083.0,710.0,1.2534411263788804e-44
3793,emilio,tv,1,58080.0,710.0,1.2534411263788804e-44
3794,emilio,with,1,58076.0,710.0,1.2534411263788804e-44
3795,en,a,42,45542.09523809524,562.047619047619,0.0021958538185539
3796,en,accept,4,32826.0,397.25,0.3634354551679187
3797,en,afternoon,1,31863.0,400.0,1.3412327237881148e-45
3798,en,air,7,36177.71428571428,450.42857142857144,6.9243695152777865e-46
3799,en,all,5,35981.0,444.8,0.0275580686210877
3800,en,am,1,63977.0,783.0,9.53167668348631e-46
3801,en,an,9,45881.0,566.8888888888889,1.703149356893362e-08
3802,en,and,3,35325.666666666664,441.6666666666667,3.645119017172811e-46
3803,en,are,13,38319.38461538462,475.15384615384613,6.292301051324907e-46
3804,en,at,18,48135.333333333336,590.1111111111111,9.390440823253737e-08
3805,en,been,13,38894.153846153844,483.2307692307692,0.0174690930883764
3806,en,bill,45,44133.311111111114,545.0222222222222,9.371947670510797e-07
3807,en,can,3,65248.666666666664,799.6666666666666,2.5483573428969103e-46
3808,en,cash,5,42441.8,515.4,5.274356899402546e-09
3809,en,cold,1,79866.0,973.0,3.216260659399813e-45
3810,en,conditioning,7,36178.71428571428,450.42857142857144,1.1522648048498617e-07
3811,en,could,4,21299.0,264.0,2.4435073792078417e-46
3812,en,do,3,20519.0,248.33333333333334,4.5264916537132725e-46
3813,en,eight,5,32796.0,410.0,8.197865255421699e-46
3814,en,eleven,2,69917.0,848.0,2.3335149255215146e-45
3815,en,error,9,45882.0,566.8888888888889,0.1321603336900715
3816,en,evening,1,63989.0,783.0,1.2437197142273081e-45
3817,en,expenses,3,18808.0,239.66666666666666,0.477057544416396
3818,en,extras,3,47913.0,589.6666666666666,0.174684075935138
3819,en,five,6,30677.333333333332,379.8333333333333,1.049046556032228e-45
3820,en,for,10,44239.1,545.5,2.4435073792078417e-46
3821,en,four,2,30007.5,379.5,5.117968583606723e-46
3822,en,friday,1,63980.0,783.0,2.980209601099191e-45
3823,en,has,13,38893.153846153844,483.2307692307692,1.0566871858282782e-41
3824,en,hot,6,45779.0,563.6666666666666,1.595803136031546e-45
3825,en,i,31,48073.290322580644,592.3548387096774,2.4435073792078417e-46
3826,en,in,79,46057.784810126584,567.9746835443038,0.7424936253257685
3827,en,included,8,37962.875,470.0,6.411190005053779e-14
3828,en,is,38,50091.76315789474,615.7368421052631,0.088654765151032
3829,en,it,5,51955.6,638.4,0.5289186151362297
3830,en,leave,5,57091.0,698.6,4.3415706916132615e-46
3831,en,leaving,3,50828.333333333336,625.0,6.0124750268219916e-46
3832,en,like,1,31218.0,390.0,3.8664574173196765e-46
3833,en,lot,2,37368.5,466.0,1.4097410889845844e-44
3834,en,made,7,32483.285714285714,407.57142857142856,1.5866302485124646e-42
3835,en,may,1,63981.0,783.0,9.31081823906915e-45
3836,en,me,4,41368.75,509.0,4.111877862164188e-46
3837,en,minibar,2,44579.0,551.0,2.4527850111538152e-45
3838,en,mistake,21,43713.71428571428,539.9047619047619,0.1572131765838262
3839,en,morning,5,55345.6,677.4,7.30086960416777e-46
3840,en,much,1,53732.0,661.0,6.2703337075651154e-46
3841,en,my,8,40288.25,496.875,2.531990762568413e-46
3842,en,nine,9,53126.22222222222,651.8888888888889,4.6854129882531775e-46
3843,en,noise,3,42824.666666666664,531.0,3.0542061268253777e-45
3844,en,number,10,44241.1,545.5,2.4435073792078417e-46
3845,en,oclock,18,48137.333333333336,590.1111111111111,0.4393131009872308
3846,en,october,1,51979.0,639.0,3.0258102895764e-44
3847,en,of,2,37369.5,466.0,2.4287026623993844e-45
3848,en,on,4,59506.75,728.0,4.14085721533463e-46
3849,en,one,6,50042.666666666664,613.0,3.868819002066949e-46
3850,en,our,5,42093.2,520.6,3.2629495127766767e-46
3851,en,pay,1,80897.0,988.0,1.3392761649809297e-44
3852,en,please,11,48031.72727272727,587.9090909090909,2.4435073792078417e-46
3853,en,problem,6,45053.0,556.3333333333334,0.000291842208036
3854,en,room,29,44863.58620689655,553.3103448275862,2.4435073792078417e-46
3855,en,rooms,8,52687.25,647.875,4.4934427298091965e-46
3856,en,safe,1,66214.0,809.0,5.830385062666327e-45
3857,en,seven,4,49262.25,603.5,6.664927032686853e-46
3858,en,should,4,54856.25,671.75,3.8889335480129984e-46
3859,en,six,4,59023.5,720.5,5.4790860288133766e-46
3860,en,sunday,1,56653.0,692.0,1.0104451548449361e-44
3861,en,taxes,2,51766.0,636.0,2.4466423230507426e-45
3862,en,telephone,4,57885.25,707.75,4.300705250729813e-46
3863,en,ten,1,31403.0,393.0,1.660859079885869e-45
3864,en,that,25,45016.8,555.88,6.3380568290327245e-46
3865,en,the,69,47641.31884057971,587.1304347826087,0.0590881895905915
3866,en,there,51,46941.07843137255,578.5686274509804,0.0571625356536995
3867,en,think,25,45015.8,555.88,5.5876779213030036e-46
3868,en,three,5,36306.6,453.6,3.765249691086533e-46
3869,en,thursday,1,51978.0,639.0,3.1096175983313444e-45
3870,en,to,1,31220.0,390.0,2.4435073792078417e-46
3871,en,today,1,70636.0,857.0,6.738404080956581e-46
3872,en,tomorrow,7,43495.142857142855,534.2857142857143,3.4643176503615203e-46
3873,en,too,3,55440.0,680.0,2.0916560875713463e-45
3874,en,tv,6,43809.0,542.6666666666666,8.594879543806041e-46
3875,en,twelve,1,66029.0,806.0,2.4499511766381346e-45
3876,en,twentyeighth,1,51981.0,639.0,5.851782882384386e-45
3877,en,twentyninth,1,63983.0,783.0,2.3775972047277766e-41
3878,en,twentyseventh,1,65421.0,798.0,7.137440084340967e-45
3879,en,two,2,43587.5,533.5,4.2953901567846784e-46
3880,en,up,10,42845.5,525.4,2.991869026183661e-46
3881,en,us,6,43828.333333333336,536.3333333333334,3.6029320965735795e-46
3882,en,very,3,49066.333333333336,604.3333333333334,2.173094538165766e-45
3883,en,wake,10,42843.5,525.4,3.6375557059825954e-46
3884,en,was,9,40677.444444444445,505.22222222222223,1.6155993278884646e-45
3885,en,water,2,47374.5,581.5,2.253281463228307e-45
3886,en,we,4,46283.75,570.0,2.4435073792078417e-46
3887,en,would,2,50478.0,617.0,2.517907722213589e-46
3888,en,you,11,32961.09090909091,404.1818181818182,2.4435073792078417e-46
3889,enrique,a,3,45818.333333333336,562.6666666666666,1.283345442646782e-44
3890,enrique,booked,1,7209.0,98.0,1.283345442646782e-44
3891,enrique,double,1,7212.0,98.0,1.283345442646782e-44
3892,enrique,díaz,1,65130.0,795.0,3.0670550824489854e-44
3893,enrique,enrique,2,36172.0,446.5,0.9285153256167268
3894,enrique,for,3,45821.666666666664,562.6666666666666,1.283345442646782e-44
3895,enrique,have,2,36164.0,446.5,1.283345442646782e-44
3896,enrique,i,2,36163.0,446.5,1.283345442646782e-44
3897,enrique,quiet,2,36168.0,446.5,1.283345442646782e-44
3898,enrique,reservation,1,65122.0,795.0,1.283345442646782e-44
3899,enrique,room,2,36170.0,446.5,1.283345442646782e-44
3900,enrique,single,1,65126.0,795.0,1.283345442646782e-44
3901,enrique,velasco,1,7216.0,98.0,3.197491242391738e-44
3902,equipaje,bus,4,35943.0,447.0,1.1268809468790464e-45
3903,equipaje,can,5,28095.2,351.4,4.5436204664182686e-46
3904,equipaje,car,4,46200.75,572.0,1.6290861449119852e-45
3905,equipaje,carry,2,16721.5,216.5,3.35445704216409e-45
3906,equipaje,could,8,43319.75,536.375,4.5436204664182686e-46
3907,equipaje,down,6,27229.833333333332,346.6666666666667,0.0176507519227172
3908,equipaje,five,1,42765.0,538.0,1.049046556032228e-45
3909,equipaje,four,2,46242.5,578.5,5.117968583606723e-46
3910,equipaje,i,4,34531.5,434.5,4.5436204664182686e-46
3911,equipaje,in,4,50017.0,614.25,4.230074513126542e-09
3912,equipaje,like,1,10823.0,151.0,4.5436204664182686e-46
3913,equipaje,luggage,32,36019.59375,449.25,0.6620574011507154
3914,equipaje,mind,6,46400.833333333336,576.8333333333334,4.5436204664182686e-46
3915,equipaje,my,13,46839.07692307692,579.3846153846154,5.316391129129869e-06
3916,equipaje,nine,1,44707.0,560.0,4.6854129882531775e-46
3917,equipaje,number,5,42222.8,529.8,4.5436204664182686e-46
3918,equipaje,oh,2,43735.5,549.0,1.0324176494720985e-45
3919,equipaje,on,1,78421.0,956.0,4.5436204664182686e-46
3920,equipaje,one,1,47778.0,597.0,4.5436204664182686e-46
3921,equipaje,our,20,25245.05,319.35,0.028567297589165395
3922,equipaje,please,10,33685.9,422.9,4.5436204664182686e-46
3923,equipaje,put,4,50014.0,614.25,2.7430731672080742e-45
3924,equipaje,putting,1,78418.0,956.0,1.3742161366223358e-44
3925,equipaje,reception,3,57631.0,709.6666666666666,3.882471114230692e-45
3926,equipaje,room,15,31458.8,396.6666666666667,4.5436204664182686e-46
3927,equipaje,send,20,32032.15,401.25,0.0413383109953711
3928,equipaje,sending,5,39998.6,501.0,2.1634481076448254e-38
3929,equipaje,seven,1,45730.0,572.0,6.664927032686853e-46
3930,equipaje,six,2,38960.5,489.5,5.4790860288133766e-46
3931,equipaje,station,2,42459.0,523.0,5.748473694281973e-45
3932,equipaje,taxi,2,30497.5,371.0,4.5436204664182686e-46
3933,equipaje,the,21,36858.333333333336,458.1904761904762,1.1724149694866209e-07
3934,equipaje,three,4,41092.5,516.0,4.5436204664182686e-46
3935,equipaje,to,30,32717.333333333332,410.1333333333333,0.1968789951572865
3936,equipaje,two,1,30145.0,382.0,4.5436204664182686e-46
3937,equipaje,up,5,33840.2,425.8,4.5436204664182686e-46
3938,equipaje,want,4,32491.25,405.75,4.5436204664182686e-46
3939,equipaje,we,1,2656.0,36.0,4.5436204664182686e-46
3940,equipaje,would,7,41316.42857142857,516.0,4.5436204664182686e-46
3941,equipaje,you,24,37759.958333333336,470.125,4.599649502924265e-46
3942,equivocación,a,16,46872.0,575.875,0.0839512996397566
3943,equivocación,been,3,53751.0,660.3333333333334,1.363363456880098e-45
3944,equivocación,bill,14,49323.21428571428,606.0714285714286,1.1593038832919947e-45
3945,equivocación,eight,1,9930.0,139.0,1.1593038832919949e-45
3946,equivocación,for,3,42453.666666666664,523.3333333333334,1.1593038832919949e-45
3947,equivocación,four,1,9932.0,139.0,1.1593038832919949e-45
3948,equivocación,has,3,53750.0,660.3333333333334,1.1593038832919949e-45
3949,equivocación,i,9,48421.333333333336,593.7777777777778,1.1593038832919949e-45
3950,equivocación,in,14,49321.21428571428,606.0714285714286,0.0089333526695378
3951,equivocación,is,10,47716.0,583.9,0.0021645864903173
3952,equivocación,mistake,16,46873.0,575.875,0.8326240537736513
3953,equivocación,my,4,46834.25,572.5,1.1593038832919949e-45
3954,equivocación,nine,2,58722.0,715.5,1.1593038832919949e-45
3955,equivocación,number,3,42455.666666666664,523.3333333333334,1.1593038832919949e-45
3956,equivocación,one,1,58960.0,717.0,1.1593038832919949e-45
3957,equivocación,room,3,42454.666666666664,523.3333333333334,1.1593038832919949e-45
3958,equivocación,seven,2,34445.0,428.0,1.1593038832919949e-45
3959,equivocación,that,9,48423.333333333336,593.7777777777778,1.1593038832919949e-45
3960,equivocación,the,10,50317.4,619.5,1.159303883291995e-45
3961,equivocación,there,16,46869.8125,575.875,3.6300841168864105e-27
3962,equivocación,think,9,48422.333333333336,593.7777777777778,1.1593038832919949e-45
3963,equivocación,three,2,58481.5,714.0,1.1593038832919949e-45
3964,equivocación,was,3,37174.333333333336,464.6666666666667,1.6155993278884646e-45
3965,equivocado,a,7,32468.285714285714,407.57142857142856,1.5505043767147372e-45
3966,equivocado,been,7,32471.285714285714,407.57142857142856,0.39626118966775464
3967,equivocado,bill,7,32475.285714285714,407.57142857142856,1.4941102628861878e-45
3968,equivocado,five,2,24698.0,310.0,1.4941102628861878e-45
3969,equivocado,for,1,24694.0,310.0,1.4941102628861878e-45
3970,equivocado,has,7,32470.285714285714,407.57142857142856,0.016698189010065
3971,equivocado,i,5,39420.4,489.4,1.4941102628861878e-45
3972,equivocado,in,7,32473.285714285714,407.57142857142856,4.721109574116468e-30
3973,equivocado,made,7,32472.285714285714,407.57142857142856,0.4585273347049765
3974,equivocado,mistake,7,32469.285714285714,407.57142857142856,0.0273959106470758
3975,equivocado,number,1,24696.0,310.0,1.4941102628861878e-45
3976,equivocado,one,1,24698.0,310.0,1.4941102628861878e-45
3977,equivocado,our,3,25428.333333333332,323.6666666666667,1.4941102628861878e-45
3978,equivocado,room,1,24695.0,310.0,1.4941102628861878e-45
3979,equivocado,that,5,39422.4,489.4,1.4941102628861878e-45
3980,equivocado,the,4,37758.75,470.5,1.4941102628861878e-45
3981,equivocado,think,5,39421.4,489.4,1.4941102628861878e-45
3982,error,an,11,49130.0,605.7272727272727,0.4813290480049982
3983,error,been,2,24389.0,310.0,1.363363456880098e-45
3984,error,bill,9,45874.11111111111,566.8888888888889,9.778864273461065e-46
3985,error,eight,2,23291.0,298.0,9.778864273461065e-46
3986,error,error,11,49131.0,605.7272727272727,0.7225399059251378
3987,error,for,2,47981.0,590.0,9.778864273461065e-46
3988,error,has,2,24388.0,310.0,1.0287846255669996e-45
3989,error,i,9,43712.666666666664,541.7777777777778,9.778864273461065e-46
3990,error,in,9,45872.11111111111,566.8888888888889,3.2595162821472967e-09
3991,error,is,6,62860.0,768.6666666666666,4.003052374913006e-45
3992,error,nine,1,72680.0,882.0,9.778864273461065e-46
3993,error,number,2,47983.0,590.0,9.778864273461065e-46
3994,error,one,1,72679.0,882.0,9.778864273461065e-46
3995,error,our,1,74302.0,905.0,9.778864273461065e-46
3996,error,room,2,47982.0,590.0,9.778864273461065e-46
3997,error,seven,1,72678.0,882.0,9.778864273461065e-46
3998,error,that,9,43714.666666666664,541.7777777777778,9.778864273461065e-46
3999,error,the,8,42319.5,524.625,9.778864273461065e-46
4000,error,there,11,49127.818181818184,605.7272727272727,1.0315251385901716e-45
4001,error,think,9,43713.666666666664,541.7777777777778,9.778864273461065e-46
4002,error,three,1,23291.0,298.0,9.778864273461065e-46
4003,error,was,3,38160.333333333336,477.0,1.6155993278884646e-45
4004,es,cold,7,26947.571428571428,339.2857142857143,3.216260659399813e-45
4005,es,expensive,3,21893.333333333332,282.3333333333333,8.273821091866136e-45
4006,es,gonzález,1,70454.0,855.0,3.4927773738241895e-44
4007,es,hot,3,34201.666666666664,423.0,1.595803136031546e-45
4008,es,iborra,1,10437.0,146.0,3.4927773738241895e-44
4009,es,is,19,28896.736842105263,362.2631578947368,0.8727959100438824
4010,es,it,1,70439.0,854.0,0.0272524713826755
4011,es,jesús,1,70453.0,855.0,7.965204099632787e-45
4012,es,marina,1,20775.0,273.0,7.54296078441312e-45
4013,es,my,4,25670.25,321.25,1.0138061569458172e-45
4014,es,name,4,25671.25,321.25,0.0396657005873949
4015,es,noisy,1,19021.0,253.0,3.4927773738241895e-44
4016,es,piquer,1,1030.0,11.0,3.4927773738241895e-44
4017,es,room,14,26849.785714285714,338.85714285714283,0.0001741019761863
4018,es,sergio,1,10436.0,146.0,7.965204099632787e-45
4019,es,the,14,26848.785714285714,338.85714285714283,2.7906885233330214e-45
4020,es,time,1,70437.0,854.0,3.6030226232814224e-44
4021,es,too,6,19932.166666666668,257.1666666666667,0.0192175959029839
4022,es,varela,1,20776.0,273.0,3.4927773738241895e-44
4023,es,very,8,32041.5,400.125,0.1150425075189747
4024,es,victoria,1,1029.0,11.0,3.4927773738241895e-44
4025,es,what,1,70436.0,854.0,3.42901951410126e-45
4026,espinosa,a,5,17350.6,229.0,2.9464278186143823e-44
4027,espinosa,and,1,17355.0,229.0,2.9464278186143823e-44
4028,espinosa,asunción,1,17362.0,229.0,2.9464278186143823e-44
4029,espinosa,espinosa,1,17363.0,229.0,0.7920393781175148
4030,espinosa,for,2,17354.0,229.0,2.9464278186143823e-44
4031,espinosa,have,1,17343.0,229.0,2.9464278186143823e-44
4032,espinosa,i,1,17342.0,229.0,2.9464278186143823e-44
4033,espinosa,made,1,17344.0,229.0,2.9464278186143823e-44
4034,espinosa,of,1,17358.0,229.0,2.9464278186143823e-44
4035,espinosa,reservation,1,17346.0,229.0,2.9464278186143823e-44
4036,espinosa,room,1,17349.0,229.0,2.9464278186143823e-44
4037,espinosa,sea,1,17360.0,229.0,2.9464278186143823e-44
4038,espinosa,telephone,1,17354.0,229.0,2.9464278186143823e-44
4039,espinosa,the,1,17359.0,229.0,2.9464278186143823e-44
4040,espinosa,tv,1,17352.0,229.0,2.9464278186143823e-44
4041,espinosa,view,1,17357.0,229.0,2.9464278186143823e-44
4042,espinosa,with,1,17350.0,229.0,2.9464278186143823e-44
4043,esta,a,7,58091.857142857145,711.7142857142857,1.863969931713765e-45
4044,esta,afternoon,2,28191.0,361.5,1.863969931713765e-45
4045,esta,air,1,79703.0,971.0,1.863969931713765e-45
4046,esta,are,2,21702.5,282.0,1.863969931713765e-45
4047,esta,book,6,53757.833333333336,659.6666666666666,1.863969931713765e-45
4048,esta,booked,2,41860.5,520.5,1.863969931713765e-45
4049,esta,conditioning,1,79704.0,971.0,1.863969931713765e-45
4050,esta,could,3,44831.0,554.3333333333334,1.863969931713765e-45
4051,esta,double,2,57257.5,698.0,1.863969931713765e-45
4052,esta,evening,1,16394.0,217.0,1.863969931713765e-45
4053,esta,for,10,49004.0,604.0,0.11468945858371368
4054,esta,have,1,28557.0,366.0,1.863969931713765e-45
4055,esta,i,6,50301.333333333336,620.3333333333334,1.863969931713765e-45
4056,esta,leave,2,28189.0,361.5,1.863969931713765e-45
4057,esta,leaving,2,21703.5,282.0,1.863969931713765e-45
4058,esta,like,1,64554.0,790.0,1.863969931713765e-45
4059,esta,manuela,1,28564.0,366.0,3.0670817698887804e-44
4060,esta,marina,1,55175.0,675.0,7.54296078441312e-45
4061,esta,miralles,1,55176.0,675.0,1.1975835292322416e-44
4062,esta,miss,1,55174.0,675.0,1.1975835292322416e-44
4063,esta,morning,1,27017.0,347.0,1.863969931713765e-45
4064,esta,please,2,64357.0,787.0,1.863969931713765e-45
4065,esta,quiet,3,51228.333333333336,627.3333333333334,1.863969931713765e-45
4066,esta,room,6,58580.833333333336,717.8333333333334,1.863969931713765e-45
4067,esta,rooms,2,27402.5,346.0,1.863969931713765e-45
4068,esta,should,2,28188.0,361.5,1.863969931713765e-45
4069,esta,single,1,64148.0,784.0,1.863969931713765e-45
4070,esta,this,6,40607.666666666664,507.0,0.9484944238502216
4071,esta,to,3,62681.666666666664,765.0,1.863969931713765e-45
4072,esta,tonight,6,43742.5,540.6666666666666,0.4598663166722649
4073,esta,tv,1,55170.0,675.0,1.863969931713765e-45
4074,esta,two,2,27401.0,346.0,1.863969931713765e-45
4075,esta,valls,1,28565.0,366.0,3.067028466279749e-44
4076,esta,want,2,61744.0,752.5,1.863969931713765e-45
4077,esta,we,6,34036.833333333336,427.3333333333333,1.863969931713765e-45
4078,esta,week,2,71929.5,877.5,1.863969931713765e-45
4079,esta,with,2,67435.0,823.0,1.863969931713765e-45
4080,esta,would,1,64553.0,790.0,1.863969931713765e-45
4081,estación,bags,2,34923.0,431.0,5.338085839035772e-45
4082,estación,can,1,62729.0,765.0,5.338085839035772e-45
4083,estación,luggage,2,42474.0,523.0,5.338085839035772e-45
4084,estación,mind,1,7109.0,97.0,5.338085839035772e-45
4085,estación,my,2,42473.0,523.0,5.338085839035772e-45
4086,estación,send,3,49225.0,603.6666666666666,5.338085839035772e-45
4087,estación,sending,1,7110.0,97.0,5.338085839035772e-45
4088,estación,station,4,38701.5,477.0,0.953561749557592
4089,estación,the,6,37440.833333333336,461.6666666666667,0.0125029572150068
4090,estación,to,4,38699.5,477.0,5.338085839035772e-45
4091,estación,travel,1,7112.0,97.0,5.338085839035772e-45
4092,estación,would,1,7107.0,97.0,5.338085839035772e-45
4093,estación,you,2,34919.0,431.0,5.338085839035772e-45
4094,estamos,date,1,5989.0,77.0,0.9535050292471752
4095,estamos,is,1,5987.0,77.0,3.5470884667879943e-44
4096,estamos,the,1,5988.0,77.0,3.5470884667879943e-44
4097,estamos,what,1,5986.0,77.0,3.5470884667879943e-44
4098,estoy,agree,1,27298.0,352.0,3.5470884667879943e-44
4099,estoy,do,1,27296.0,352.0,0.9535050292471752
4100,estoy,i,1,27295.0,352.0,3.5470884667879943e-44
4101,estoy,not,1,27297.0,352.0,3.5470884667879943e-44
4102,está,all,4,27961.0,352.75,0.0437663866472015
4103,está,bill,9,26173.88888888889,329.44444444444446,9.81753687117333e-46
4104,está,breakfast,2,18275.5,238.0,3.2080979655513364e-45
4105,está,everything,5,22634.0,287.8,0.2284545502524027
4106,está,included,18,25852.666666666668,326.5,9.81753687117333e-46
4107,está,is,22,26233.272727272728,331.27272727272725,0.9668855252634792
4108,está,phone,9,26172.88888888889,329.44444444444446,3.8720058470219255e-27
4109,está,right,4,27962.0,352.75,0.0153687047584443
4110,está,room,6,31979.666666666668,401.3333333333333,9.81753687117333e-46
4111,está,service,2,40022.0,498.5,1.90095211499966e-45
4112,está,the,13,26721.46153846154,336.61538461538464,6.620841974965361e-06
4113,están,all,8,40147.75,496.125,0.0409678441432108
4114,están,are,13,42481.769230769234,525.0,0.7932763722261362
4115,están,bill,8,37952.625,470.0,1.4180368206905827e-45
4116,están,expenses,3,18794.666666666668,239.66666666666666,0.0232313180578252
4117,están,extras,4,49160.5,605.25,0.0518012137192356
4118,están,in,8,37950.625,470.0,1.4180368206905827e-45
4119,están,included,13,42484.38461538462,525.0,1.420880024519978e-45
4120,están,taxes,6,49876.333333333336,614.1666666666666,2.417530988072228e-45
4121,están,the,8,37951.625,470.0,1.4180368206905827e-45
4122,existe,a,10,41170.7,506.2,8.435627680234111e-46
4123,existe,an,3,67285.33333333333,822.0,1.7108964245892622e-45
4124,existe,bill,8,53247.875,654.25,8.081671333787616e-46
4125,existe,error,3,67286.33333333333,822.0,1.955268887116005e-45
4126,existe,for,3,45977.666666666664,567.3333333333334,8.081671333787616e-46
4127,existe,i,9,44757.11111111111,548.0,8.081671333787616e-46
4128,existe,in,8,53245.875,654.25,8.081671333787616e-46
4129,existe,is,13,47196.153846153844,579.0769230769231,0.4412645610714498
4130,existe,mistake,7,49870.42857142857,610.0,9.745852163935932e-46
4131,existe,my,3,51417.0,633.6666666666666,8.081671333787616e-46
4132,existe,nine,3,45982.0,567.3333333333334,8.081671333787616e-46
4133,existe,number,3,45979.666666666664,567.3333333333334,8.081671333787616e-46
4134,existe,one,1,58928.0,717.0,8.081671333787616e-46
4135,existe,our,1,74288.0,905.0,8.081671333787616e-46
4136,existe,problem,3,20874.666666666668,264.0,1.2295569315391893e-45
4137,existe,room,3,45978.666666666664,567.3333333333334,8.081671333787616e-46
4138,existe,seven,1,58927.0,717.0,8.081671333787616e-46
4139,existe,that,9,44759.11111111111,548.0,0.045145463452296
4140,existe,the,4,49359.0,607.0,8.081671333787616e-46
4141,existe,there,13,47195.153846153844,579.0769230769231,0.46965420482382403
4142,existe,think,9,44758.11111111111,548.0,5.854976007652077e-37
4143,existe,three,4,39508.5,492.5,8.081671333787616e-46
4144,explicar,bill,2,25801.0,330.0,1.314024132236209e-44
4145,explicar,can,1,31454.0,394.0,1.314024132236209e-44
4146,explicar,could,1,20140.0,266.0,1.314024132236209e-44
4147,explicar,explain,2,25799.0,330.0,0.9506989386154048
4148,explicar,for,1,20145.0,266.0,1.314024132236209e-44
4149,explicar,please,2,25803.0,330.0,1.314024132236209e-44
4150,explicar,the,2,25800.0,330.0,3.4405838796025576e-41
4151,explicar,us,1,20146.0,266.0,1.314024132236209e-44
4152,explicar,you,2,25798.0,330.0,1.314024132236209e-44
4153,explique,bill,1,28312.0,364.0,3.5483171969680103e-44
