,vref,source,target,word_score
539,GEN 1:2,god,und,0.06149595236501601
540,GEN 1:2,god,es,8.281755466393365e-45
541,GEN 1:2,god,war,6.976019984172574e-45
542,GEN 1:2,god,finster,1.54658685774318e-41
543,GEN 1:2,god,auf,4.967283679763376e-45
544,GEN 1:2,god,der,4.967283679763376e-45
545,GEN 1:2,god,tiefe,1.5465797087194255e-41
546,GEN 1:2,god,und,0.06149595236501601
547,GEN 1:2,god,der,4.967283679763376e-45
548,GEN 1:2,god,geist,3.565920719878654e-44
549,GEN 1:2,god,gottes,1.5437433503668534e-42
550,GEN 1:2,god,schwebte,1.5462532769673992e-41
551,GEN 1:2,god,auf,4.967283679763376e-45
552,GEN 1:2,god,dem,1.54658685774318e-41
553,GEN 1:2,god,wasser,2.98561390540376e-44
554,GEN 1:2,moved,und,1.54658685774318e-41
555,GEN 1:2,moved,die,1.54658685774318e-41
556,GEN 1:2,moved,erde,1.54658685774318e-41
557,GEN 1:2,moved,war,1.54658685774318e-41
558,GEN 1:2,moved,wüst,1.54658685774318e-41
559,GEN 1:2,moved,und,1.54658685774318e-41
560,GEN 1:2,moved,leer,1.54658685774318e-41
561,GEN 1:2,moved,und,1.54658685774318e-41
562,GEN 1:2,moved,es,1.54658685774318e-41
563,GEN 1:2,moved,war,1.54658685774318e-41
564,GEN 1:2,moved,finster,1.54658685774318e-41
565,GEN 1:2,moved,auf,1.54658685774318e-41
566,GEN 1:2,moved,der,4.888990856305703e-11
567,GEN 1:2,moved,tiefe,1.54658685774318e-41
568,GEN 1:2,moved,und,1.54658685774318e-41
569,GEN 1:2,moved,der,4.888990856305703e-11
570,GEN 1:2,moved,geist,0.7691953033857635
571,GEN 1:2,moved,gottes,0.0015138034254239881
572,GEN 1:2,moved,schwebte,1.54658685774318e-41
573,GEN 1:2,moved,auf,1.54658685774318e-41
574,GEN 1:2,moved,dem,1.54658685774318e-41
575,GEN 1:2,moved,wasser,1.54658685774318e-41
576,GEN 1:2,upon,und,0.007903019105154622
577,GEN 1:2,upon,die,1.54658685774318e-41
578,GEN 1:2,upon,erde,1.54658685774318e-41
579,GEN 1:2,upon,war,1.54658685774318e-41
580,GEN 1:2,upon,wüst,1.54658685774318e-41
581,GEN 1:2,upon,und,0.007903019105154622
582,GEN 1:2,upon,leer,1.54658685774318e-41
583,GEN 1:2,upon,und,0.007903019105154622
584,GEN 1:2,upon,es,1.54658685774318e-41
585,GEN 1:2,upon,war,1.54658685774318e-41
586,GEN 1:2,upon,finster,1.54658685774318e-41
587,GEN 1:2,upon,auf,0.17462546862067302
588,GEN 1:2,upon,der,1.3801748015471988e-33
589,GEN 1:2,upon,tiefe,1.54658685774318e-41
590,GEN 1:2,upon,und,0.007903019105154622
591,GEN 1:2,upon,der,1.3801748015471988e-33
592,GEN 1:2,upon,geist,1.54658685774318e-41
593,GEN 1:2,upon,gottes,1.54658685774318e-41
594,GEN 1:2,upon,schwebte,1.54658685774318e-41
595,GEN 1:2,upon,auf,0.17462546862067302
596,GEN 1:2,upon,dem,1.54658685774318e-41
597,GEN 1:2,upon,wasser,1.54658685774318e-41
598,GEN 1:2,the,und,0.14610905196998894
599,GEN 1:2,the,die,0.04000996343825453
600,GEN 1:2,the,erde,1.3883503167252055e-19
601,GEN 1:2,the,war,1.7214455063498668e-09
602,GEN 1:2,the,wüst,1.54658685774318e-41
603,GEN 1:2,the,und,0.14610905196998894
604,GEN 1:2,the,leer,1.54658685774318e-41
605,GEN 1:2,the,und,0.14610905196998894
606,GEN 1:2,the,es,8.281755466393365e-45
607,GEN 1:2,the,war,1.7214455063498668e-09
608,GEN 1:2,the,finster,0.04574622903481879
609,GEN 1:2,the,auf,0.0012653378537037046
610,GEN 1:2,the,der,0.5841401280850187
611,GEN 1:2,the,tiefe,0.04574622903481879
612,GEN 1:2,the,und,0.14610905196998894
613,GEN 1:2,the,der,0.5841401280850187
614,GEN 1:2,the,geist,1.6349241765840914e-07
615,GEN 1:2,the,gottes,0.022880468413021406
616,GEN 1:2,the,schwebte,0.04484934957762565
617,GEN 1:2,the,auf,0.0012653378537037046
618,GEN 1:2,the,dem,0.0004592514261061671
619,GEN 1:2,the,wasser,2.98561390540376e-44
620,GEN 1:2,face,und,1.7752540795769687e-43
621,GEN 1:2,face,die,1.7752540795769687e-43
622,GEN 1:2,face,erde,1.7752540795769687e-43
623,GEN 1:2,face,war,1.7752540795769687e-43
624,GEN 1:2,face,wüst,1.54658685774318e-41
625,GEN 1:2,face,und,1.7752540795769687e-43
626,GEN 1:2,face,leer,1.54658685774318e-41
627,GEN 1:2,face,und,1.7752540795769687e-43
628,GEN 1:2,face,es,1.7752540795769687e-43
629,GEN 1:2,face,war,1.7752540795769687e-43
630,GEN 1:2,face,finster,1.54658685774318e-41
631,GEN 1:2,face,auf,0.31469046950234386
632,GEN 1:2,face,der,1.7752540795769687e-43
633,GEN 1:2,face,tiefe,1.5465797087194255e-41
634,GEN 1:2,face,und,1.7752540795769687e-43
635,GEN 1:2,face,der,1.7752540795769687e-43
636,GEN 1:2,face,geist,1.7752540795769687e-43
637,GEN 1:2,face,gottes,1.5437433503668534e-42
638,GEN 1:2,face,schwebte,1.5462532769673992e-41
639,GEN 1:2,face,auf,0.31469046950234386
640,GEN 1:2,face,dem,1.54658685774318e-41
641,GEN 1:2,face,wasser,1.7752540795769687e-43
642,GEN 1:2,of,und,6.219005250822331e-45
643,GEN 1:2,of,die,1.5005573611877436e-44
644,GEN 1:2,of,erde,1.222359287002054e-44
645,GEN 1:2,of,war,6.976019984172574e-45
646,GEN 1:2,of,wüst,1.54658685774318e-41
647,GEN 1:2,of,und,6.219005250822331e-45
648,GEN 1:2,of,leer,1.54658685774318e-41
649,GEN 1:2,of,und,6.219005250822331e-45
650,GEN 1:2,of,es,8.281755466393365e-45
651,GEN 1:2,of,war,6.976019984172574e-45
652,GEN 1:2,of,finster,1.54658685774318e-41
653,GEN 1:2,of,auf,0.36086954359706425
654,GEN 1:2,of,der,0.009027938736151061
655,GEN 1:2,of,tiefe,1.5465797087194255e-41
656,GEN 1:2,of,und,6.219005250822331e-45
657,GEN 1:2,of,der,0.009027938736151061
658,GEN 1:2,of,geist,0.14858132718276218
659,GEN 1:2,of,gottes,0.012573818583170474
660,GEN 1:2,of,schwebte,3.853816468253741e-21
661,GEN 1:2,of,auf,0.36086954359706425
662,GEN 1:2,of,dem,0.11547393156580406
663,GEN 1:2,of,wasser,2.98561390540376e-44
664,GEN 1:2,the,und,0.14610905196998894
665,GEN 1:2,the,die,0.04000996343825453
666,GEN 1:2,the,erde,1.3883503167252055e-19
667,GEN 1:2,the,war,1.7214455063498668e-09
668,GEN 1:2,the,wüst,1.54658685774318e-41
669,GEN 1:2,the,und,0.14610905196998894
670,GEN 1:2,the,leer,1.54658685774318e-41
671,GEN 1:2,the,und,0.14610905196998894
672,GEN 1:2,the,es,8.281755466393365e-45
673,GEN 1:2,the,war,1.7214455063498668e-09
674,GEN 1:2,the,finster,0.04574622903481879
675,GEN 1:2,the,auf,0.0012653378537037046
676,GEN 1:2,the,der,0.5841401280850187
677,GEN 1:2,the,tiefe,0.04574622903481879
678,GEN 1:2,the,und,0.14610905196998894
679,GEN 1:2,the,der,0.5841401280850187
680,GEN 1:2,the,geist,1.6349241765840914e-07
681,GEN 1:2,the,gottes,0.022880468413021406
682,GEN 1:2,the,schwebte,0.04484934957762565
683,GEN 1:2,the,auf,0.0012653378537037046
684,GEN 1:2,the,dem,0.0004592514261061671
685,GEN 1:2,the,wasser,2.98561390540376e-44
686,GEN 1:2,waters,und,2.9856139740007055e-44
687,GEN 1:2,waters,die,2.9856139740007055e-44
688,GEN 1:2,waters,erde,2.9856139740007055e-44
689,GEN 1:2,waters,war,2.9856139740007055e-44
690,GEN 1:2,waters,wüst,1.54658685774318e-41
691,GEN 1:2,waters,und,2.9856139740007055e-44
692,GEN 1:2,waters,leer,1.54658685774318e-41
693,GEN 1:2,waters,und,2.9856139740007055e-44
694,GEN 1:2,waters,es,2.9856139740007055e-44
695,GEN 1:2,waters,war,2.9856139740007055e-44
696,GEN 1:2,waters,finster,1.54658685774318e-41
697,GEN 1:2,waters,auf,2.9856139740007055e-44
698,GEN 1:2,waters,der,2.9856139740007055e-44
699,GEN 1:2,waters,tiefe,1.5465797087194255e-41
700,GEN 1:2,waters,und,2.9856139740007055e-44
701,GEN 1:2,waters,der,2.9856139740007055e-44
702,GEN 1:2,waters,geist,3.565920719878654e-44
703,GEN 1:2,waters,gottes,1.5437433503668534e-42
704,GEN 1:2,waters,schwebte,1.5462532769673992e-41
705,GEN 1:2,waters,auf,2.9856139740007055e-44
706,GEN 1:2,waters,dem,1.54658685774318e-41
707,GEN 1:2,waters,wasser,0.8025731332965276
708,GEN 1:3,and,und,0.46856703561196517
709,GEN 1:3,and,gott,0.0005808268161470141
710,GEN 1:3,and,sprach,1.4935600431480028e-44
711,GEN 1:3,and,es,0.0030129645659542933
712,GEN 1:3,and,werde,3.1957267144507166e-44
713,GEN 1:3,and,licht,3.14453448175916e-14
714,GEN 1:3,and,und,0.46856703561196517
715,GEN 1:3,and,es,0.0030129645659542933
716,GEN 1:3,and,ward,0.07646193604431946
717,GEN 1:3,and,licht,3.14453448175916e-14
718,GEN 1:3,god,und,0.06149595236501601
719,GEN 1:3,god,gott,0.8238995817435532
720,GEN 1:3,god,sprach,1.4935600431480028e-44
721,GEN 1:3,god,es,8.281755466393365e-45
722,GEN 1:3,god,werde,3.1957267144507166e-44
723,GEN 1:3,god,licht,4.967283679763376e-45
724,GEN 1:3,god,und,0.06149595236501601
725,GEN 1:3,god,es,8.281755466393365e-45
726,GEN 1:3,god,ward,2.938483677831483e-42
727,GEN 1:3,god,licht,4.967283679763376e-45
728,GEN 1:3,said,und,3.7911071997689216e-44
729,GEN 1:3,said,gott,3.7911071997689216e-44
730,GEN 1:3,said,sprach,0.9016590379334011
731,GEN 1:3,said,es,3.7911071997689216e-44
732,GEN 1:3,said,werde,3.7911071997689216e-44
733,GEN 1:3,said,licht,3.7911071997689216e-44
734,GEN 1:3,said,und,3.7911071997689216e-44
735,GEN 1:3,said,es,3.7911071997689216e-44
736,GEN 1:3,said,ward,2.938483677831483e-42
737,GEN 1:3,said,licht,3.7911071997689216e-44
738,GEN 1:3,let,und,3.5762817987939253e-41
739,GEN 1:3,let,gott,3.5762817987939253e-41
740,GEN 1:3,let,sprach,0.28255197202573656
741,GEN 1:3,let,es,0.0017938045221535714
742,GEN 1:3,let,werde,3.5762817987939253e-41
743,GEN 1:3,let,licht,3.5762817987939253e-41
744,GEN 1:3,let,und,3.5762817987939253e-41
745,GEN 1:3,let,es,0.0017938045221535714
746,GEN 1:3,let,ward,3.5762817987939253e-41
747,GEN 1:3,let,licht,3.5762817987939253e-41
748,GEN 1:3,there,und,1.1340332580511277e-44
749,GEN 1:3,there,gott,1.1340332580511277e-44
750,GEN 1:3,there,sprach,1.4935600431480028e-44
751,GEN 1:3,there,es,0.8013423449911544
752,GEN 1:3,there,werde,4.1019499702993725e-11
753,GEN 1:3,there,licht,1.1340332580511277e-44
754,GEN 1:3,there,und,1.1340332580511277e-44
755,GEN 1:3,there,es,0.8013423449911544
756,GEN 1:3,there,ward,0.014742454687460655
757,GEN 1:3,there,licht,1.1340332580511277e-44
758,GEN 1:3,be,und,3.568667272841636e-44
759,GEN 1:3,be,gott,3.568667272841636e-44
760,GEN 1:3,be,sprach,3.568667272841636e-44
761,GEN 1:3,be,es,3.568667272841636e-44
762,GEN 1:3,be,werde,0.906758170448208
763,GEN 1:3,be,licht,3.568667272841636e-44
764,GEN 1:3,be,und,3.568667272841636e-44
765,GEN 1:3,be,es,3.568667272841636e-44
766,GEN 1:3,be,ward,2.938483677831483e-42
767,GEN 1:3,be,licht,3.568667272841636e-44
768,GEN 1:3,light,und,2.9013460455760736e-45
769,GEN 1:3,light,gott,4.9233761418193846e-45
770,GEN 1:3,light,sprach,1.4935600431480028e-44
771,GEN 1:3,light,es,8.281755466393365e-45
772,GEN 1:3,light,werde,3.1957267144507166e-44
773,GEN 1:3,light,licht,0.8752866436196581
774,GEN 1:3,light,und,2.9013460455760736e-45
775,GEN 1:3,light,es,8.281755466393365e-45
776,GEN 1:3,light,ward,0.0004116546053135724
777,GEN 1:3,light,licht,0.8752866436196581
778,GEN 1:3,and,und,0.46856703561196517
779,GEN 1:3,and,gott,0.0005808268161470141
780,GEN 1:3,and,sprach,1.4935600431480028e-44
781,GEN 1:3,and,es,0.0030129645659542933
782,GEN 1:3,and,werde,3.1957267144507166e-44
783,GEN 1:3,and,licht,3.14453448175916e-14
784,GEN 1:3,and,und,0.46856703561196517
785,GEN 1:3,and,es,0.0030129645659542933
786,GEN 1:3,and,ward,0.07646193604431946
787,GEN 1:3,and,licht,3.14453448175916e-14
788,GEN 1:3,there,und,1.1340332580511277e-44
789,GEN 1:3,there,gott,1.1340332580511277e-44
790,GEN 1:3,there,sprach,1.4935600431480028e-44
791,GEN 1:3,there,es,0.8013423449911544
792,GEN 1:3,there,werde,4.1019499702993725e-11
793,GEN 1:3,there,licht,1.1340332580511277e-44
794,GEN 1:3,there,und,1.1340332580511277e-44
795,GEN 1:3,there,es,0.8013423449911544
796,GEN 1:3,there,ward,0.014742454687460655
797,GEN 1:3,there,licht,1.1340332580511277e-44
798,GEN 1:3,was,und,3.9769558199855035e-06
799,GEN 1:3,was,gott,6.054029172683512e-45
800,GEN 1:3,was,sprach,1.4935600431480028e-44
801,GEN 1:3,was,es,0.11172998918241318
802,GEN 1:3,was,werde,3.1957267144507166e-44
803,GEN 1:3,was,licht,0.014717837998749383
804,GEN 1:3,was,und,3.9769558199855035e-06
805,GEN 1:3,was,es,0.11172998918241318
806,GEN 1:3,was,ward,3.7506784286498526e-10
807,GEN 1:3,was,licht,0.014717837998749383
808,GEN 1:3,light,und,2.9013460455760736e-45
809,GEN 1:3,light,gott,4.9233761418193846e-45
810,GEN 1:3,light,sprach,1.4935600431480028e-44
811,GEN 1:3,light,es,8.281755466393365e-45
812,GEN 1:3,light,werde,3.1957267144507166e-44
813,GEN 1:3,light,licht,0.8752866436196581
814,GEN 1:3,light,und,2.9013460455760736e-45
815,GEN 1:3,light,es,8.281755466393365e-45
816,GEN 1:3,light,ward,0.0004116546053135724
817,GEN 1:3,light,licht,0.8752866436196581
818,GEN 1:4,and,und,0.46856703561196517
819,GEN 1:4,and,gott,0.0005808268161470141
820,GEN 1:4,and,sah,3.1528524024911797e-44
821,GEN 1:4,and,daß,1.31166966052278e-40
822,GEN 1:4,and,das,8.081615099917022e-45
823,GEN 1:4,and,licht,3.14453448175916e-14
824,GEN 1:4,and,gut,3.1528524024911797e-44
825,GEN 1:4,and,war,0.007815642366957311
826,GEN 1:4,and,da,0.10338236922019792
827,GEN 1:4,and,schied,1.31166966052278e-40
828,GEN 1:4,and,gott,0.0005808268161470141
829,GEN 1:4,and,das,8.081615099917022e-45
830,GEN 1:4,and,licht,3.14453448175916e-14
831,GEN 1:4,and,von,3.1528524024911797e-44
832,GEN 1:4,and,der,3.281363220917859e-45
833,GEN 1:4,and,finsternis,8.802639472040341e-45
834,GEN 1:4,god,und,0.06149595236501601
835,GEN 1:4,god,gott,0.8238995817435532
836,GEN 1:4,god,sah,3.1528524024911797e-44
837,GEN 1:4,god,daß,1.31166966052278e-40
838,GEN 1:4,god,das,4.879833343967585e-07
839,GEN 1:4,god,licht,4.967283679763376e-45
840,GEN 1:4,god,gut,3.1528524024911797e-44
841,GEN 1:4,god,war,6.976019984172574e-45
842,GEN 1:4,god,da,1.3141273529764346e-44
843,GEN 1:4,god,schied,0.008149116456045477
844,GEN 1:4,god,gott,0.8238995817435532
845,GEN 1:4,god,das,4.879833343967585e-07
846,GEN 1:4,god,licht,4.967283679763376e-45
847,GEN 1:4,god,von,3.1528524024911797e-44
848,GEN 1:4,god,der,4.967283679763376e-45
849,GEN 1:4,god,finsternis,8.802639472040341e-45
850,GEN 1:4,saw,und,1.2835921372567121e-44
851,GEN 1:4,saw,gott,1.2835921372567121e-44
852,GEN 1:4,saw,sah,0.847529079242732
853,GEN 1:4,saw,daß,0.3448665382128205
854,GEN 1:4,saw,das,1.2835921372567121e-44
855,GEN 1:4,saw,licht,1.2835921372567121e-44
856,GEN 1:4,saw,gut,3.1528524024911797e-44
857,GEN 1:4,saw,war,1.2835921372567121e-44
858,GEN 1:4,saw,da,1.3141273529764346e-44
859,GEN 1:4,saw,schied,1.31166966052278e-40
860,GEN 1:4,saw,gott,1.2835921372567121e-44
861,GEN 1:4,saw,das,1.2835921372567121e-44
862,GEN 1:4,saw,licht,1.2835921372567121e-44
863,GEN 1:4,saw,von,3.1528524024911797e-44
864,GEN 1:4,saw,der,1.2835921372567121e-44
865,GEN 1:4,saw,finsternis,1.2835921372567121e-44
866,GEN 1:4,the,und,0.14610905196998894
867,GEN 1:4,the,gott,0.06404997175922418
868,GEN 1:4,the,sah,3.1528524024911797e-44
869,GEN 1:4,the,daß,1.31166966052278e-40
870,GEN 1:4,the,das,0.15967617248671018
871,GEN 1:4,the,licht,9.310007295964305e-45
872,GEN 1:4,the,gut,3.1528524024911797e-44
873,GEN 1:4,the,war,1.7214455063498668e-09
874,GEN 1:4,the,da,6.9260502588048315e-06
875,GEN 1:4,the,schied,1.31166966052278e-40
876,GEN 1:4,the,gott,0.06404997175922418
877,GEN 1:4,the,das,0.15967617248671018
878,GEN 1:4,the,licht,9.310007295964305e-45
879,GEN 1:4,the,von,3.1528524024911797e-44
880,GEN 1:4,the,der,0.5841401280850187
881,GEN 1:4,the,finsternis,7.596500191387484e-18
882,GEN 1:4,light,und,2.9013460455760736e-45
883,GEN 1:4,light,gott,4.9233761418193846e-45
884,GEN 1:4,light,sah,3.1528524024911797e-44
885,GEN 1:4,light,daß,1.31166966052278e-40
886,GEN 1:4,light,das,0.26245682292006023
887,GEN 1:4,light,licht,0.8752866436196581
888,GEN 1:4,light,gut,3.1528524024911797e-44
889,GEN 1:4,light,war,6.976019984172574e-45
890,GEN 1:4,light,da,1.3141273529764346e-44
891,GEN 1:4,light,schied,1.31166966052278e-40
892,GEN 1:4,light,gott,4.9233761418193846e-45
893,GEN 1:4,light,das,0.26245682292006023
894,GEN 1:4,light,licht,0.8752866436196581
895,GEN 1:4,light,von,3.1528524024911797e-44
896,GEN 1:4,light,der,3.281363220917859e-45
897,GEN 1:4,light,finsternis,8.802639472040341e-45
898,GEN 1:4,that,und,6.813989382420939e-41
899,GEN 1:4,that,gott,6.813989382420939e-41
900,GEN 1:4,that,sah,6.813989382420939e-41
901,GEN 1:4,that,daß,1.31166966052278e-40
902,GEN 1:4,that,das,0.2169028075039046
903,GEN 1:4,that,licht,6.813989382420939e-41
904,GEN 1:4,that,gut,6.813989382420939e-41
905,GEN 1:4,that,war,6.813989382420939e-41
906,GEN 1:4,that,da,6.813989382420939e-41
907,GEN 1:4,that,schied,1.31166966052278e-40
908,GEN 1:4,that,gott,6.813989382420939e-41
909,GEN 1:4,that,das,0.2169028075039046
910,GEN 1:4,that,licht,6.813989382420939e-41
911,GEN 1:4,that,von,6.813989382420939e-41
912,GEN 1:4,that,der,6.813989382420939e-41
913,GEN 1:4,that,finsternis,6.813989382420939e-41
914,GEN 1:4,it,und,3.1093884419981067e-44
915,GEN 1:4,it,gott,3.1093884419981067e-44
916,GEN 1:4,it,sah,3.1528524024911797e-44
917,GEN 1:4,it,daß,1.31166966052278e-40
918,GEN 1:4,it,das,3.1093884419981067e-44
919,GEN 1:4,it,licht,3.1093884419981067e-44
920,GEN 1:4,it,gut,0.847529079242732
921,GEN 1:4,it,war,3.1093884419981067e-44
922,GEN 1:4,it,da,3.1093884419981067e-44
923,GEN 1:4,it,schied,1.31166966052278e-40
924,GEN 1:4,it,gott,3.1093884419981067e-44
925,GEN 1:4,it,das,3.1093884419981067e-44
926,GEN 1:4,it,licht,3.1093884419981067e-44
927,GEN 1:4,it,von,3.1528524024911797e-44
928,GEN 1:4,it,der,3.1093884419981067e-44
929,GEN 1:4,it,finsternis,3.1093884419981067e-44
930,GEN 1:4,was,und,3.9769558199855035e-06
931,GEN 1:4,was,gott,6.054029172683512e-45
932,GEN 1:4,was,sah,3.1528524024911797e-44
933,GEN 1:4,was,daß,1.31166966052278e-40
934,GEN 1:4,was,das,8.081229685261774e-45
935,GEN 1:4,was,licht,0.014717837998749383
936,GEN 1:4,was,gut,3.1528524024911797e-44
937,GEN 1:4,was,war,0.7665888687361028
938,GEN 1:4,was,da,1.3141273529764346e-44
939,GEN 1:4,was,schied,1.31166966052278e-40
940,GEN 1:4,was,gott,6.054029172683512e-45
941,GEN 1:4,was,das,8.081229685261774e-45
942,GEN 1:4,was,licht,0.014717837998749383
943,GEN 1:4,was,von,3.1528524024911797e-44
944,GEN 1:4,was,der,6.054029172683512e-45
945,GEN 1:4,was,finsternis,8.802639472040341e-45
946,GEN 1:4,good,und,6.813989382420939e-41
947,GEN 1:4,good,gott,6.813989382420939e-41
948,GEN 1:4,good,sah,6.813989382420939e-41
949,GEN 1:4,good,daß,1.31166966052278e-40
950,GEN 1:4,good,das,6.813989382420939e-41
951,GEN 1:4,good,licht,6.813989382420939e-41
952,GEN 1:4,good,gut,6.813989382420939e-41
953,GEN 1:4,good,war,6.813989382420939e-41
954,GEN 1:4,good,da,0.3532447361767007
955,GEN 1:4,good,schied,1.31166966052278e-40
956,GEN 1:4,good,gott,6.813989382420939e-41
957,GEN 1:4,good,das,6.813989382420939e-41
958,GEN 1:4,good,licht,6.813989382420939e-41
959,GEN 1:4,good,von,6.813989382420939e-41
960,GEN 1:4,good,der,6.813989382420939e-41
961,GEN 1:4,good,finsternis,6.813989382420939e-41
962,GEN 1:4,and,und,0.46856703561196517
963,GEN 1:4,and,gott,0.0005808268161470141
964,GEN 1:4,and,sah,3.1528524024911797e-44
965,GEN 1:4,and,daß,1.31166966052278e-40
966,GEN 1:4,and,das,8.081615099917022e-45
967,GEN 1:4,and,licht,3.14453448175916e-14
968,GEN 1:4,and,gut,3.1528524024911797e-44
969,GEN 1:4,and,war,0.007815642366957311
970,GEN 1:4,and,da,0.10338236922019792
971,GEN 1:4,and,schied,1.31166966052278e-40
972,GEN 1:4,and,gott,0.0005808268161470141
973,GEN 1:4,and,das,8.081615099917022e-45
974,GEN 1:4,and,licht,3.14453448175916e-14
975,GEN 1:4,and,von,3.1528524024911797e-44
976,GEN 1:4,and,der,3.281363220917859e-45
977,GEN 1:4,and,finsternis,8.802639472040341e-45
978,GEN 1:4,god,und,0.06149595236501601
979,GEN 1:4,god,gott,0.8238995817435532
980,GEN 1:4,god,sah,3.1528524024911797e-44
981,GEN 1:4,god,daß,1.31166966052278e-40
982,GEN 1:4,god,das,4.879833343967585e-07
983,GEN 1:4,god,licht,4.967283679763376e-45
984,GEN 1:4,god,gut,3.1528524024911797e-44
985,GEN 1:4,god,war,6.976019984172574e-45
986,GEN 1:4,god,da,1.3141273529764346e-44
987,GEN 1:4,god,schied,0.008149116456045477
988,GEN 1:4,god,gott,0.8238995817435532
989,GEN 1:4,god,das,4.879833343967585e-07
990,GEN 1:4,god,licht,4.967283679763376e-45
991,GEN 1:4,god,von,3.1528524024911797e-44
992,GEN 1:4,god,der,4.967283679763376e-45
993,GEN 1:4,god,finsternis,8.802639472040341e-45
994,GEN 1:4,divided,und,5.237429990522325e-44
995,GEN 1:4,divided,gott,2.4144319174029543e-38
996,GEN 1:4,divided,sah,5.237429990522325e-44
997,GEN 1:4,divided,daß,1.31166966052278e-40
998,GEN 1:4,divided,das,0.21659319578889819
999,GEN 1:4,divided,licht,5.237429990522325e-44
1000,GEN 1:4,divided,gut,5.237429990522325e-44
1001,GEN 1:4,divided,war,5.237429990522325e-44
1002,GEN 1:4,divided,da,5.237429990522325e-44
1003,GEN 1:4,divided,schied,0.7442075905379762
1004,GEN 1:4,divided,gott,2.4144319174029543e-38
1005,GEN 1:4,divided,das,0.21659319578889819
1006,GEN 1:4,divided,licht,5.237429990522325e-44
1007,GEN 1:4,divided,von,5.237429990522325e-44
1008,GEN 1:4,divided,der,5.237429990522325e-44
1009,GEN 1:4,divided,finsternis,5.237429990522325e-44
1010,GEN 1:4,the,und,0.14610905196998894
1011,GEN 1:4,the,gott,0.06404997175922418
1012,GEN 1:4,the,sah,3.1528524024911797e-44
1013,GEN 1:4,the,daß,1.31166966052278e-40
1014,GEN 1:4,the,das,0.15967617248671018
1015,GEN 1:4,the,licht,9.310007295964305e-45
1016,GEN 1:4,the,gut,3.1528524024911797e-44
1017,GEN 1:4,the,war,1.7214455063498668e-09
1018,GEN 1:4,the,da,6.9260502588048315e-06
1019,GEN 1:4,the,schied,1.31166966052278e-40
1020,GEN 1:4,the,gott,0.06404997175922418
1021,GEN 1:4,the,das,0.15967617248671018
1022,GEN 1:4,the,licht,9.310007295964305e-45
1023,GEN 1:4,the,von,3.1528524024911797e-44
1024,GEN 1:4,the,der,0.5841401280850187
1025,GEN 1:4,the,finsternis,7.596500191387484e-18
1026,GEN 1:4,light,und,2.9013460455760736e-45
1027,GEN 1:4,light,gott,4.9233761418193846e-45
1028,GEN 1:4,light,sah,3.1528524024911797e-44
1029,GEN 1:4,light,daß,1.31166966052278e-40
1030,GEN 1:4,light,das,0.26245682292006023
1031,GEN 1:4,light,licht,0.8752866436196581
1032,GEN 1:4,light,gut,3.1528524024911797e-44
1033,GEN 1:4,light,war,6.976019984172574e-45
1034,GEN 1:4,light,da,1.3141273529764346e-44
1035,GEN 1:4,light,schied,1.31166966052278e-40
1036,GEN 1:4,light,gott,4.9233761418193846e-45
1037,GEN 1:4,light,das,0.26245682292006023
1038,GEN 1:4,light,licht,0.8752866436196581
1039,GEN 1:4,light,von,3.1528524024911797e-44
1040,GEN 1:4,light,der,3.281363220917859e-45
1041,GEN 1:4,light,finsternis,8.802639472040341e-45
1042,GEN 1:4,from,und,3.1093884419981067e-44
1043,GEN 1:4,from,gott,3.1093884419981067e-44
1044,GEN 1:4,from,sah,3.1528524024911797e-44
1045,GEN 1:4,from,daß,1.31166966052278e-40
1046,GEN 1:4,from,das,3.1093884419981067e-44
1047,GEN 1:4,from,licht,3.1093884419981067e-44
1048,GEN 1:4,from,gut,3.1528524024911797e-44
1049,GEN 1:4,from,war,3.1093884419981067e-44
1050,GEN 1:4,from,da,3.1093884419981067e-44
1051,GEN 1:4,from,schied,1.31166966052278e-40
1052,GEN 1:4,from,gott,3.1093884419981067e-44
1053,GEN 1:4,from,das,3.1093884419981067e-44
1054,GEN 1:4,from,licht,3.1093884419981067e-44
1055,GEN 1:4,from,von,0.847529079242732
1056,GEN 1:4,from,der,3.1093884419981067e-44
1057,GEN 1:4,from,finsternis,3.1093884419981067e-44
1058,GEN 1:4,the,und,0.14610905196998894
1059,GEN 1:4,the,gott,0.06404997175922418
1060,GEN 1:4,the,sah,3.1528524024911797e-44
1061,GEN 1:4,the,daß,1.31166966052278e-40
1062,GEN 1:4,the,das,0.15967617248671018
1063,GEN 1:4,the,licht,9.310007295964305e-45
1064,GEN 1:4,the,gut,3.1528524024911797e-44
1065,GEN 1:4,the,war,1.7214455063498668e-09
1066,GEN 1:4,the,da,6.9260502588048315e-06
1067,GEN 1:4,the,schied,1.31166966052278e-40
1068,GEN 1:4,the,gott,0.06404997175922418
1069,GEN 1:4,the,das,0.15967617248671018
1070,GEN 1:4,the,licht,9.310007295964305e-45
1071,GEN 1:4,the,von,3.1528524024911797e-44
1072,GEN 1:4,the,der,0.5841401280850187
1073,GEN 1:4,the,finsternis,7.596500191387484e-18
1074,GEN 1:4,darkness,und,0.035054326826131216
1075,GEN 1:4,darkness,gott,1.140359289417608e-44
1076,GEN 1:4,darkness,sah,3.1528524024911797e-44
1077,GEN 1:4,darkness,daß,1.31166966052278e-40
