,vref,source,target,translation_score
430,GEN 1:3,be,יְהִי,2.7305988508387843e-44
431,GEN 1:3,be,אֽוֹר,2.8004451413449575e-44
432,GEN 1:3,was,וַ,1.0498109229378909e-44
433,GEN 1:3,was,יֹּ֥אמֶר,3.338940859608818e-44
434,GEN 1:3,was,אֱלֹהִ֖ים,3.3389206183613003e-44
435,GEN 1:3,was,יְהִ֣י,1.1278349804165941e-44
436,GEN 1:3,was,א֑וֹר,1.787514977507149e-44
437,GEN 1:3,was,וַֽ,1.0498109229378909e-44
438,GEN 1:3,was,יְהִי,0.7248990673344315
439,GEN 1:3,was,אֽוֹר,5.288366920251933e-17
440,GEN 1:3,let,וַ,2.7310124134176563e-44
441,GEN 1:3,let,יֹּ֥אמֶר,3.338940859608818e-44
442,GEN 1:3,let,אֱלֹהִ֖ים,0.8975467151930105
443,GEN 1:3,let,יְהִ֣י,2.7310124134176563e-44
444,GEN 1:3,let,א֑וֹר,2.7310124134176563e-44
445,GEN 1:3,let,וַֽ,2.7310124134176563e-44
446,GEN 1:3,let,יְהִי,2.7310124134176563e-44
447,GEN 1:3,let,אֽוֹר,2.8004451413449575e-44
448,GEN 1:3,there,וַ,2.3722282452687436e-44
449,GEN 1:3,there,יֹּ֥אמֶר,3.338940859608818e-44
450,GEN 1:3,there,אֱלֹהִ֖ים,8.211440016363603e-44
451,GEN 1:3,there,יְהִ֣י,0.637686153232315
452,GEN 1:3,there,א֑וֹר,0.26873080918832926
453,GEN 1:3,there,וַֽ,5.954069976234882e-31
454,GEN 1:3,there,יְהִי,2.3722282452687436e-44
455,GEN 1:3,there,אֽוֹר,2.8004451413449575e-44
456,GEN 1:3,said,וַ,1.2110830278999093e-44
457,GEN 1:3,said,יֹּ֥אמֶר,0.8975501059392539
458,GEN 1:3,said,אֱלֹהִ֖ים,3.3389206183613003e-44
459,GEN 1:3,said,יְהִ֣י,1.2110830278999093e-44
460,GEN 1:3,said,א֑וֹר,1.787514977507149e-44
461,GEN 1:3,said,וַֽ,1.2110830278999093e-44
462,GEN 1:3,said,יְהִי,1.2110830278999093e-44
463,GEN 1:3,said,אֽוֹר,2.8004451413449575e-44
464,GEN 1:3,light,וַ,5.657164227752864e-45
465,GEN 1:3,light,יֹּ֥אמֶר,3.338940859608818e-44
466,GEN 1:3,light,אֱלֹהִ֖ים,3.3389206183613003e-44
467,GEN 1:3,light,יְהִ֣י,1.1278349804165941e-44
468,GEN 1:3,light,א֑וֹר,0.3697413444737022
469,GEN 1:3,light,וַֽ,4.5751442645072464e-07
470,GEN 1:3,light,יְהִי,5.657164227752864e-45
471,GEN 1:3,light,אֽוֹר,0.8916330165988899
472,GEN 1:4,god,וַ,0.5560436020393996
473,GEN 1:4,god,יַּ֧רְא,1.5130237782319202e-05
474,GEN 1:4,god,אֱלֹהִ֛ים,3.235455276295149e-44
475,GEN 1:4,god,כִּי,4.246410551613067e-41
476,GEN 1:4,god,אֶת,4.05784568117692e-42
477,GEN 1:4,god,הָ,2.737227999374284e-45
478,GEN 1:4,god,א֖וֹר,7.262354937718302e-45
479,GEN 1:4,god,ט֑וֹב,1.31166966052278e-40
480,GEN 1:4,god,וַ,0.5560436020393996
481,GEN 1:4,god,יַּבְדֵּ֣ל,3.1528524024911797e-44
482,GEN 1:4,god,אֱלֹהִ֔ים,0.8285411507311045
483,GEN 1:4,god,בֵּ֥ין,1.407551598604343e-44
484,GEN 1:4,god,הָ,2.737227999374284e-45
485,GEN 1:4,god,א֖וֹר,7.262354937718302e-45
486,GEN 1:4,god,וּ,1.3730474110517192e-44
487,GEN 1:4,god,בֵ֥ין,7.195842085384534e-44
488,GEN 1:4,god,הַ,2.4274206584404642e-45
489,GEN 1:4,god,חֹֽשֶׁךְ,3.152852512750284e-44
490,GEN 1:4,and,וַ,0.5276854587506671
491,GEN 1:4,and,יַּ֧רְא,1.31166966052278e-40
492,GEN 1:4,and,אֱלֹהִ֛ים,3.235455276295149e-44
493,GEN 1:4,and,כִּי,4.246410551613067e-41
494,GEN 1:4,and,אֶת,1.3329406566237628e-12
495,GEN 1:4,and,הָ,0.06220751003664019
496,GEN 1:4,and,א֖וֹר,7.262354937718302e-45
497,GEN 1:4,and,ט֑וֹב,1.31166966052278e-40
498,GEN 1:4,and,וַ,0.5276854587506671
499,GEN 1:4,and,יַּבְדֵּ֣ל,3.1528524024911797e-44
500,GEN 1:4,and,אֱלֹהִ֔ים,2.1879247662446834e-44
501,GEN 1:4,and,בֵּ֥ין,1.407551598604343e-44
502,GEN 1:4,and,הָ,0.06220751003664019
503,GEN 1:4,and,א֖וֹר,7.262354937718302e-45
504,GEN 1:4,and,וּ,1.3730474110517192e-44
505,GEN 1:4,and,בֵ֥ין,7.195842085384534e-44
506,GEN 1:4,and,הַ,1.6235816282880867e-45
507,GEN 1:4,and,חֹֽשֶׁךְ,3.152852512750284e-44
508,GEN 1:4,it,וַ,1.0846836363097586e-44
509,GEN 1:4,it,יַּ֧רְא,1.31166966052278e-40
510,GEN 1:4,it,אֱלֹהִ֛ים,3.235455276295149e-44
511,GEN 1:4,it,כִּי,4.246410551613067e-41
512,GEN 1:4,it,אֶת,4.05784568117692e-42
513,GEN 1:4,it,הָ,1.0846836363097586e-44
514,GEN 1:4,it,א֖וֹר,0.017755346692323103
515,GEN 1:4,it,ט֑וֹב,0.28052565497525267
516,GEN 1:4,it,וַ,1.0846836363097586e-44
517,GEN 1:4,it,יַּבְדֵּ֣ל,3.1528524024911797e-44
518,GEN 1:4,it,אֱלֹהִ֔ים,1.0846836363097586e-44
519,GEN 1:4,it,בֵּ֥ין,0.12641473869642098
520,GEN 1:4,it,הָ,1.0846836363097586e-44
521,GEN 1:4,it,א֖וֹר,0.017755346692323103
522,GEN 1:4,it,וּ,1.3730474110517192e-44
523,GEN 1:4,it,בֵ֥ין,7.195842085384534e-44
524,GEN 1:4,it,הַ,1.0846836363097586e-44
525,GEN 1:4,it,חֹֽשֶׁךְ,3.152852512750284e-44
526,GEN 1:4,divided,וַ,2.3019182899659922e-38
527,GEN 1:4,divided,יַּ֧רְא,1.31166966052278e-40
528,GEN 1:4,divided,אֱלֹהִ֛ים,4.142354192664089e-43
529,GEN 1:4,divided,כִּי,4.246410551613067e-41
530,GEN 1:4,divided,אֶת,4.05784568117692e-42
531,GEN 1:4,divided,הָ,0.19779536771005063
532,GEN 1:4,divided,א֖וֹר,4.142354192664089e-43
533,GEN 1:4,divided,ט֑וֹב,1.31166966052278e-40
534,GEN 1:4,divided,וַ,2.3019182899659922e-38
535,GEN 1:4,divided,יַּבְדֵּ֣ל,4.142354192664089e-43
536,GEN 1:4,divided,אֱלֹהִ֔ים,4.142354192664089e-43
537,GEN 1:4,divided,בֵּ֥ין,4.142354192664089e-43
538,GEN 1:4,divided,הָ,0.19779536771005063
539,GEN 1:4,divided,א֖וֹר,4.142354192664089e-43
540,GEN 1:4,divided,וּ,4.142354192664089e-43
541,GEN 1:4,divided,בֵ֥ין,4.142354192664089e-43
542,GEN 1:4,divided,הַ,4.142354192664089e-43
543,GEN 1:4,divided,חֹֽשֶׁךְ,4.142354192664089e-43
544,GEN 1:4,was,וַ,1.0498109229378909e-44
545,GEN 1:4,was,יַּ֧רְא,1.31166966052278e-40
546,GEN 1:4,was,אֱלֹהִ֛ים,3.235455276295149e-44
547,GEN 1:4,was,כִּי,4.246410551613067e-41
548,GEN 1:4,was,אֶת,4.05784568117692e-42
549,GEN 1:4,was,הָ,0.13514120673465027
550,GEN 1:4,was,א֖וֹר,1.0498109229378909e-44
551,GEN 1:4,was,ט֑וֹב,2.989084419730294e-14
552,GEN 1:4,was,וַ,1.0498109229378909e-44
553,GEN 1:4,was,יַּבְדֵּ֣ל,3.1528524024911797e-44
554,GEN 1:4,was,אֱלֹהִ֔ים,1.0498109229378909e-44
555,GEN 1:4,was,בֵּ֥ין,1.407551598604343e-44
556,GEN 1:4,was,הָ,0.13514120673465027
557,GEN 1:4,was,א֖וֹר,1.0498109229378909e-44
558,GEN 1:4,was,וּ,1.3730474110517192e-44
559,GEN 1:4,was,בֵ֥ין,7.195842085384534e-44
560,GEN 1:4,was,הַ,1.0498109229378909e-44
561,GEN 1:4,was,חֹֽשֶׁךְ,3.152852512750284e-44
562,GEN 1:4,good,וַ,3.0258102895763997e-44
563,GEN 1:4,good,יַּ֧רְא,1.31166966052278e-40
564,GEN 1:4,good,אֱלֹהִ֛ים,3.235455276295149e-44
565,GEN 1:4,good,כִּי,4.246410551613067e-41
566,GEN 1:4,good,אֶת,4.05784568117692e-42
567,GEN 1:4,good,הָ,3.0258102895763997e-44
568,GEN 1:4,good,א֖וֹר,3.0258102895763997e-44
569,GEN 1:4,good,ט֑וֹב,1.31166966052278e-40
570,GEN 1:4,good,וַ,3.0258102895763997e-44
571,GEN 1:4,good,יַּבְדֵּ֣ל,0.847529079242732
572,GEN 1:4,good,אֱלֹהִ֔ים,3.0258102895763997e-44
573,GEN 1:4,good,בֵּ֥ין,3.0258102895763997e-44
574,GEN 1:4,good,הָ,3.0258102895763997e-44
575,GEN 1:4,good,א֖וֹר,3.0258102895763997e-44
576,GEN 1:4,good,וּ,3.0258102895763997e-44
577,GEN 1:4,good,בֵ֥ין,7.195842085384534e-44
578,GEN 1:4,good,הַ,3.0258102895763997e-44
579,GEN 1:4,good,חֹֽשֶׁךְ,3.152852512750284e-44
580,GEN 1:4,saw,וַ,8.297030675345082e-45
581,GEN 1:4,saw,יַּ֧רְא,0.18467883906901233
582,GEN 1:4,saw,אֱלֹהִ֛ים,0.8439766557545472
583,GEN 1:4,saw,כִּי,0.22303533026689704
584,GEN 1:4,saw,אֶת,4.05784568117692e-42
585,GEN 1:4,saw,הָ,8.297030675345082e-45
586,GEN 1:4,saw,א֖וֹר,8.297030675345082e-45
587,GEN 1:4,saw,ט֑וֹב,1.31166966052278e-40
588,GEN 1:4,saw,וַ,8.297030675345082e-45
589,GEN 1:4,saw,יַּבְדֵּ֣ל,3.1528524024911797e-44
590,GEN 1:4,saw,אֱלֹהִ֔ים,9.934849821556674e-45
591,GEN 1:4,saw,בֵּ֥ין,1.407551598604343e-44
592,GEN 1:4,saw,הָ,8.297030675345082e-45
593,GEN 1:4,saw,א֖וֹר,8.297030675345082e-45
594,GEN 1:4,saw,וּ,1.3730474110517192e-44
595,GEN 1:4,saw,בֵ֥ין,7.195842085384534e-44
596,GEN 1:4,saw,הַ,8.297030675345082e-45
597,GEN 1:4,saw,חֹֽשֶׁךְ,3.152852512750284e-44
598,GEN 1:4,from,וַ,7.523583353194511e-45
599,GEN 1:4,from,יַּ֧רְא,1.31166966052278e-40
600,GEN 1:4,from,אֱלֹהִ֛ים,3.235455276295149e-44
601,GEN 1:4,from,כִּי,4.246410551613067e-41
602,GEN 1:4,from,אֶת,4.05784568117692e-42
603,GEN 1:4,from,הָ,7.523583353194511e-45
604,GEN 1:4,from,א֖וֹר,7.523583353194511e-45
605,GEN 1:4,from,ט֑וֹב,1.31166966052278e-40
606,GEN 1:4,from,וַ,7.523583353194511e-45
607,GEN 1:4,from,יַּבְדֵּ֣ל,3.1528524024911797e-44
608,GEN 1:4,from,אֱלֹהִ֔ים,9.934849821556674e-45
609,GEN 1:4,from,בֵּ֥ין,6.38022566386942e-44
610,GEN 1:4,from,הָ,7.523583353194511e-45
611,GEN 1:4,from,א֖וֹר,7.523583353194511e-45
612,GEN 1:4,from,וּ,0.5130599123733357
613,GEN 1:4,from,בֵ֥ין,0.6993078572293644
614,GEN 1:4,from,הַ,7.523583353194511e-45
615,GEN 1:4,from,חֹֽשֶׁךְ,3.152852512750284e-44
616,GEN 1:4,the,וַ,5.251540997509585e-40
617,GEN 1:4,the,יַּ֧רְא,1.31166966052278e-40
618,GEN 1:4,the,אֱלֹהִ֛ים,3.235455276295149e-44
619,GEN 1:4,the,כִּי,4.246410551613067e-41
620,GEN 1:4,the,אֶת,0.043553724265024844
621,GEN 1:4,the,הָ,0.25805519563198775
622,GEN 1:4,the,א֖וֹר,7.262354937718302e-45
623,GEN 1:4,the,ט֑וֹב,1.31166966052278e-40
624,GEN 1:4,the,וַ,5.251540997509585e-40
625,GEN 1:4,the,יַּבְדֵּ֣ל,3.1528524024911797e-44
626,GEN 1:4,the,אֱלֹהִ֔ים,1.5211088961024258e-07
627,GEN 1:4,the,בֵּ֥ין,0.49737700730276235
628,GEN 1:4,the,הָ,0.25805519563198775
629,GEN 1:4,the,א֖וֹר,7.262354937718302e-45
630,GEN 1:4,the,וּ,0.13542140354442342
631,GEN 1:4,the,בֵ֥ין,7.195842085384534e-44
632,GEN 1:4,the,הַ,0.3845855918695002
633,GEN 1:4,the,חֹֽשֶׁךְ,3.152852512750284e-44
634,GEN 1:4,darkness,וַ,2.190025425728735e-44
635,GEN 1:4,darkness,יַּ֧רְא,1.31166966052278e-40
636,GEN 1:4,darkness,אֱלֹהִ֛ים,3.235455276295149e-44
637,GEN 1:4,darkness,כִּי,4.246410551613067e-41
638,GEN 1:4,darkness,אֶת,4.05784568117692e-42
639,GEN 1:4,darkness,הָ,2.190025425728735e-44
640,GEN 1:4,darkness,א֖וֹר,2.190025425728735e-44
641,GEN 1:4,darkness,ט֑וֹב,1.31166966052278e-40
642,GEN 1:4,darkness,וַ,2.190025425728735e-44
643,GEN 1:4,darkness,יַּבְדֵּ֣ל,3.1528524024911797e-44
644,GEN 1:4,darkness,אֱלֹהִ֔ים,2.190025425728735e-44
645,GEN 1:4,darkness,בֵּ֥ין,2.190025425728735e-44
646,GEN 1:4,darkness,הָ,2.190025425728735e-44
647,GEN 1:4,darkness,א֖וֹר,2.190025425728735e-44
648,GEN 1:4,darkness,וּ,2.190025425728735e-44
649,GEN 1:4,darkness,בֵ֥ין,7.195842085384534e-44
650,GEN 1:4,darkness,הַ,2.190025425728735e-44
651,GEN 1:4,darkness,חֹֽשֶׁךְ,0.847529079155342
652,GEN 1:4,that,וַ,2.3762057415039507e-41
653,GEN 1:4,that,יַּ֧רְא,1.31166966052278e-40
654,GEN 1:4,that,אֱלֹהִ֛ים,2.3762057415039507e-41
655,GEN 1:4,that,כִּי,4.246410551613067e-41
656,GEN 1:4,that,אֶת,2.3762057415039507e-41
657,GEN 1:4,that,הָ,2.3762057415039507e-41
658,GEN 1:4,that,א֖וֹר,0.195177086161702
659,GEN 1:4,that,ט֑וֹב,1.31166966052278e-40
660,GEN 1:4,that,וַ,2.3762057415039507e-41
661,GEN 1:4,that,יַּבְדֵּ֣ל,2.3762057415039507e-41
662,GEN 1:4,that,אֱלֹהִ֔ים,2.3762057415039507e-41
663,GEN 1:4,that,בֵּ֥ין,2.3762057415039507e-41
664,GEN 1:4,that,הָ,2.3762057415039507e-41
665,GEN 1:4,that,א֖וֹר,0.195177086161702
666,GEN 1:4,that,וּ,2.3762057415039507e-41
667,GEN 1:4,that,בֵ֥ין,2.3762057415039507e-41
668,GEN 1:4,that,הַ,2.3762057415039507e-41
669,GEN 1:4,that,חֹֽשֶׁךְ,2.3762057415039507e-41
670,GEN 1:4,light,וַ,5.657164227752864e-45
671,GEN 1:4,light,יַּ֧רְא,1.31166966052278e-40
672,GEN 1:4,light,אֱלֹהִ֛ים,3.235455276295149e-44
673,GEN 1:4,light,כִּי,4.246410551613067e-41
674,GEN 1:4,light,אֶת,4.05784568117692e-42
675,GEN 1:4,light,הָ,5.657164227752864e-45
676,GEN 1:4,light,א֖וֹר,0.5079502842515418
677,GEN 1:4,light,ט֑וֹב,1.31166966052278e-40
678,GEN 1:4,light,וַ,5.657164227752864e-45
679,GEN 1:4,light,יַּבְדֵּ֣ל,3.1528524024911797e-44
680,GEN 1:4,light,אֱלֹהִ֔ים,9.934849821556674e-45
681,GEN 1:4,light,בֵּ֥ין,1.407551598604343e-44
682,GEN 1:4,light,הָ,5.657164227752864e-45
683,GEN 1:4,light,א֖וֹר,0.5079502842515418
684,GEN 1:4,light,וּ,1.3730474110517192e-44
685,GEN 1:4,light,בֵ֥ין,7.195842085384534e-44
686,GEN 1:4,light,הַ,5.657164227752864e-45
687,GEN 1:4,light,חֹֽשֶׁךְ,3.152852512750284e-44
688,GEN 1:5,god,וַ,0.5560436020393996
689,GEN 1:5,god,יִּקְרָ֨א,4.2841006850103075e-44
690,GEN 1:5,god,אֱלֹהִ֤ים,2.4270618182763144e-44
691,GEN 1:5,god,לָ,3.5025641041379545e-45
692,GEN 1:5,god,אוֹר֙,3.1116331544814205e-44
693,GEN 1:5,god,י֔וֹם,6.813989382420939e-41
694,GEN 1:5,god,וְ,2.4274206584404642e-45
695,GEN 1:5,god,לַ,3.10946135119109e-44
696,GEN 1:5,god,חֹ֖שֶׁךְ,1.3613895764877286e-44
697,GEN 1:5,god,קָ֣רָא,4.2380535334975654e-44
698,GEN 1:5,god,לָ֑יְלָה,5.242166231718313e-43
699,GEN 1:5,god,וַֽ,6.180664169388139e-45
700,GEN 1:5,god,יְהִי,4.129324832687586e-45
701,GEN 1:5,god,עֶ֥רֶב,2.014921713307237e-44
702,GEN 1:5,god,וַֽ,6.180664169388139e-45
703,GEN 1:5,god,יְהִי,4.129324832687586e-45
704,GEN 1:5,god,בֹ֖קֶר,2.2667616281447932e-41
705,GEN 1:5,god,י֥וֹם,3.1093884419981067e-44
706,GEN 1:5,god,אֶחָֽד,3.107146830481551e-44
707,GEN 1:5,and,וַ,0.5276854587506671
708,GEN 1:5,and,יִּקְרָ֨א,4.2841006850103075e-44
709,GEN 1:5,and,אֱלֹהִ֤ים,2.4270618182763144e-44
710,GEN 1:5,and,לָ,1.620568948158218e-42
711,GEN 1:5,and,אוֹר֙,0.018481775070470892
712,GEN 1:5,and,י֔וֹם,0.026586851378792402
713,GEN 1:5,and,וְ,0.3524808829895629
714,GEN 1:5,and,לַ,6.0510392571197855e-05
715,GEN 1:5,and,חֹ֖שֶׁךְ,0.010420677564973143
716,GEN 1:5,and,קָ֣רָא,0.020109348047981666
717,GEN 1:5,and,לָ֑יְלָה,0.025388979555305814
718,GEN 1:5,and,וַֽ,0.5439408671327813
719,GEN 1:5,and,יְהִי,0.05398760853789479
720,GEN 1:5,and,עֶ֥רֶב,2.014921713307237e-44
721,GEN 1:5,and,וַֽ,0.5439408671327813
722,GEN 1:5,and,יְהִי,0.05398760853789479
723,GEN 1:5,and,בֹ֖קֶר,2.2667616281447932e-41
724,GEN 1:5,and,י֥וֹם,3.1093884419981067e-44
725,GEN 1:5,and,אֶחָֽד,3.107146830481551e-44
726,GEN 1:5,night,וַ,1.0567423669414827e-41
727,GEN 1:5,night,יִּקְרָ֨א,1.0567423669414827e-41
728,GEN 1:5,night,אֱלֹהִ֤ים,1.0567423669414827e-41
729,GEN 1:5,night,לָ,1.0567423669414827e-41
730,GEN 1:5,night,אוֹר֙,1.0567423669414827e-41
731,GEN 1:5,night,י֔וֹם,6.813989382420939e-41
732,GEN 1:5,night,וְ,1.0567423669414827e-41
733,GEN 1:5,night,לַ,1.0567423669414827e-41
734,GEN 1:5,night,חֹ֖שֶׁךְ,1.0567423669414827e-41
735,GEN 1:5,night,קָ֣רָא,0.7848700628444021
736,GEN 1:5,night,לָ֑יְלָה,0.14562366533668153
737,GEN 1:5,night,וַֽ,1.0567423669414827e-41
738,GEN 1:5,night,יְהִי,1.0567423669414827e-41
739,GEN 1:5,night,עֶ֥רֶב,1.0567423669414827e-41
740,GEN 1:5,night,וַֽ,1.0567423669414827e-41
741,GEN 1:5,night,יְהִי,1.0567423669414827e-41
742,GEN 1:5,night,בֹ֖קֶר,2.2667616281447932e-41
743,GEN 1:5,night,י֥וֹם,1.0567423669414827e-41
744,GEN 1:5,night,אֶחָֽד,1.0567423669414827e-41
745,GEN 1:5,called,וַ,1.2534411263788804e-44
746,GEN 1:5,called,יִּקְרָ֨א,0.7831924773851185
747,GEN 1:5,called,אֱלֹהִ֤ים,0.8689343210102625
748,GEN 1:5,called,לָ,1.2534411263788804e-44
749,GEN 1:5,called,אוֹר֙,3.1116331544814205e-44
750,GEN 1:5,called,י֔וֹם,6.813989382420939e-41
751,GEN 1:5,called,וְ,1.2534411263788804e-44
752,GEN 1:5,called,לַ,3.10946135119109e-44
753,GEN 1:5,called,חֹ֖שֶׁךְ,1.3613895764877286e-44
754,GEN 1:5,called,קָ֣רָא,2.1190995645220457e-43
755,GEN 1:5,called,לָ֑יְלָה,5.242166231718313e-43
756,GEN 1:5,called,וַֽ,1.2534411263788804e-44
757,GEN 1:5,called,יְהִי,1.2534411263788804e-44
758,GEN 1:5,called,עֶ֥רֶב,2.014921713307237e-44
759,GEN 1:5,called,וַֽ,1.2534411263788804e-44
760,GEN 1:5,called,יְהִי,1.2534411263788804e-44
761,GEN 1:5,called,בֹ֖קֶר,2.2667616281447932e-41
762,GEN 1:5,called,י֥וֹם,3.1093884419981067e-44
763,GEN 1:5,called,אֶחָֽד,3.107146830481551e-44
764,GEN 1:5,first,וַ,2.9463858593657145e-44
765,GEN 1:5,first,יִּקְרָ֨א,4.2841006850103075e-44
766,GEN 1:5,first,אֱלֹהִ֤ים,2.9463858593657145e-44
767,GEN 1:5,first,לָ,2.9463858593657145e-44
768,GEN 1:5,first,אוֹר֙,3.1116331544814205e-44
769,GEN 1:5,first,י֔וֹם,6.813989382420939e-41
770,GEN 1:5,first,וְ,2.9463858593657145e-44
771,GEN 1:5,first,לַ,3.10946135119109e-44
772,GEN 1:5,first,חֹ֖שֶׁךְ,2.9463858593657145e-44
773,GEN 1:5,first,קָ֣רָא,4.2380535334975654e-44
774,GEN 1:5,first,לָ֑יְלָה,5.242166231718313e-43
775,GEN 1:5,first,וַֽ,2.9463858593657145e-44
776,GEN 1:5,first,יְהִי,2.9463858593657145e-44
777,GEN 1:5,first,עֶ֥רֶב,2.9463858593657145e-44
778,GEN 1:5,first,וַֽ,2.9463858593657145e-44
779,GEN 1:5,first,יְהִי,2.9463858593657145e-44
780,GEN 1:5,first,בֹ֖קֶר,2.2667616281447932e-41
781,GEN 1:5,first,י֥וֹם,0.8358453827944569
782,GEN 1:5,first,אֶחָֽד,3.283230892199889e-44
783,GEN 1:5,evening,וַ,1.0567423669414827e-41
784,GEN 1:5,evening,יִּקְרָ֨א,1.0567423669414827e-41
785,GEN 1:5,evening,אֱלֹהִ֤ים,1.0567423669414827e-41
786,GEN 1:5,evening,לָ,1.0567423669414827e-41
787,GEN 1:5,evening,אוֹר֙,1.0567423669414827e-41
788,GEN 1:5,evening,י֔וֹם,6.813989382420939e-41
789,GEN 1:5,evening,וְ,1.0567423669414827e-41
790,GEN 1:5,evening,לַ,1.0567423669414827e-41
791,GEN 1:5,evening,חֹ֖שֶׁךְ,1.0567423669414827e-41
792,GEN 1:5,evening,קָ֣רָא,1.0567423669414827e-41
793,GEN 1:5,evening,לָ֑יְלָה,1.0567423669414827e-41
794,GEN 1:5,evening,וַֽ,0.09242477963043186
795,GEN 1:5,evening,יְהִי,0.005407881597799522
796,GEN 1:5,evening,עֶ֥רֶב,1.0567423669414827e-41
797,GEN 1:5,evening,וַֽ,0.09242477963043186
798,GEN 1:5,evening,יְהִי,0.005407881597799522
799,GEN 1:5,evening,בֹ֖קֶר,2.2667616281447932e-41
800,GEN 1:5,evening,י֥וֹם,1.0567423669414827e-41
801,GEN 1:5,evening,אֶחָֽד,1.0567423669414827e-41
802,GEN 1:5,day,וַ,2.9461915884557826e-44
803,GEN 1:5,day,יִּקְרָ֨א,4.2841006850103075e-44
804,GEN 1:5,day,אֱלֹהִ֤ים,2.9461915884557826e-44
805,GEN 1:5,day,לָ,2.9461915884557826e-44
806,GEN 1:5,day,אוֹר֙,0.8357396269757885
807,GEN 1:5,day,י֔וֹם,6.813989382420939e-41
808,GEN 1:5,day,וְ,2.9461915884557826e-44
809,GEN 1:5,day,לַ,3.10946135119109e-44
810,GEN 1:5,day,חֹ֖שֶׁךְ,2.9461915884557826e-44
811,GEN 1:5,day,קָ֣רָא,4.2380535334975654e-44
812,GEN 1:5,day,לָ֑יְלָה,5.242166231718313e-43
813,GEN 1:5,day,וַֽ,2.9461915884557826e-44
814,GEN 1:5,day,יְהִי,2.9461915884557826e-44
815,GEN 1:5,day,עֶ֥רֶב,2.9461915884557826e-44
816,GEN 1:5,day,וַֽ,2.9461915884557826e-44
817,GEN 1:5,day,יְהִי,2.9461915884557826e-44
818,GEN 1:5,day,בֹ֖קֶר,2.2667616281447932e-41
819,GEN 1:5,day,י֥וֹם,3.1093884419981067e-44
820,GEN 1:5,day,אֶחָֽד,0.8359510166451533
821,GEN 1:5,the,וַ,5.251540997509585e-40
822,GEN 1:5,the,יִּקְרָ֨א,4.2841006850103075e-44
823,GEN 1:5,the,אֱלֹהִ֤ים,2.4270618182763144e-44
824,GEN 1:5,the,לָ,0.3738917699113465
825,GEN 1:5,the,אוֹר֙,0.00017349638609637192
826,GEN 1:5,the,י֔וֹם,7.852854631434206e-29
827,GEN 1:5,the,וְ,0.2028460374750347
828,GEN 1:5,the,לַ,0.012608312554495422
829,GEN 1:5,the,חֹ֖שֶׁךְ,0.7743061025755138
830,GEN 1:5,the,קָ֣רָא,5.37151793758632e-05
831,GEN 1:5,the,לָ֑יְלָה,2.471417181671673e-12
832,GEN 1:5,the,וַֽ,0.023956169672119856
833,GEN 1:5,the,יְהִי,0.004657527789266022
834,GEN 1:5,the,עֶ֥רֶב,0.8898280403623423
835,GEN 1:5,the,וַֽ,0.023956169672119856
836,GEN 1:5,the,יְהִי,0.004657527789266022
837,GEN 1:5,the,בֹ֖קֶר,0.016521283101579968
838,GEN 1:5,the,י֥וֹם,3.1093884419981067e-44
839,GEN 1:5,the,אֶחָֽד,3.107146830481551e-44
840,GEN 1:5,morning,וַ,1.0536632828145975e-41
841,GEN 1:5,morning,יִּקְרָ֨א,1.0536632828145975e-41
842,GEN 1:5,morning,אֱלֹהִ֤ים,1.0536632828145975e-41
843,GEN 1:5,morning,לָ,1.0536632828145975e-41
844,GEN 1:5,morning,אוֹר֙,1.0536632828145975e-41
845,GEN 1:5,morning,י֔וֹם,6.813989382420939e-41
846,GEN 1:5,morning,וְ,1.0536632828145975e-41
847,GEN 1:5,morning,לַ,1.0536632828145975e-41
848,GEN 1:5,morning,חֹ֖שֶׁךְ,1.0536632828145975e-41
849,GEN 1:5,morning,קָ֣רָא,1.0536632828145975e-41
850,GEN 1:5,morning,לָ֑יְלָה,1.0536632828145975e-41
851,GEN 1:5,morning,וַֽ,0.0031300174725562495
852,GEN 1:5,morning,יְהִי,0.07182918067025847
853,GEN 1:5,morning,עֶ֥רֶב,1.0536632828145975e-41
854,GEN 1:5,morning,וַֽ,0.0031300174725562495
855,GEN 1:5,morning,יְהִי,0.07182918067025847
856,GEN 1:5,morning,בֹ֖קֶר,2.2667616281447932e-41
857,GEN 1:5,morning,י֥וֹם,1.0536632828145975e-41
858,GEN 1:5,morning,אֶחָֽד,1.0536632828145975e-41
859,GEN 1:5,were,וַ,2.9625158435649446e-43
860,GEN 1:5,were,יִּקְרָ֨א,2.9625158435649446e-43
861,GEN 1:5,were,אֱלֹהִ֤ים,2.9625158435649446e-43
862,GEN 1:5,were,לָ,3.2436632986337266e-39
863,GEN 1:5,were,אוֹר֙,2.9625158435649446e-43
864,GEN 1:5,were,י֔וֹם,6.813989382420939e-41
865,GEN 1:5,were,וְ,2.9625158435649446e-43
866,GEN 1:5,were,לַ,2.9625158435649446e-43
867,GEN 1:5,were,חֹ֖שֶׁךְ,2.9625158435649446e-43
868,GEN 1:5,were,קָ֣רָא,2.9625158435649446e-43
869,GEN 1:5,were,לָ֑יְלָה,5.242166231718313e-43
870,GEN 1:5,were,וַֽ,2.9625158435649446e-43
871,GEN 1:5,were,יְהִי,0.2239867416044435
872,GEN 1:5,were,עֶ֥רֶב,2.9625158435649446e-43
873,GEN 1:5,were,וַֽ,2.9625158435649446e-43
